,Ano_sem,ear_max_subsistema,ear_verif_subsistema_mwmes,ear_verif_subsistema_percentual
0,2001_1,49967.0,142476.0,35.64375031
4,2001_10,49967.0,128811.0,36.82714298714286
8,2001_11,49967.0,132422.0,37.86000006571429
12,2001_12,49967.0,131759.0,37.671428681428566
16,2001_13,49967.0,130217.0,37.229999542857136
20,2001_14,49967.0,128336.0,36.69142913857143
24,2001_15,49967.0,125954.0,36.01142883285714
28,2001_16,49967.0,121884.0,34.84714235571429
32,2001_17,49967.0,117487.0,33.591429028571426
36,2001_18,49967.0,113880.0,32.55857195142857
40,2001_19,49967.0,109372.0,31.26857158142857
44,2001_2,49967.0,142158.0,40.645713807142855
48,2001_20,49967.0,103759.0,29.665714264285715
52,2001_21,49967.0,99327.0,28.397142954285716
56,2001_22,49967.0,95875.0,27.410000118571425
60,2001_23,49967.0,93525.0,26.74142864857143
64,2001_24,49967.0,91035.0,26.02714266142857
68,2001_25,49967.0,88369.0,25.265714647142858
72,2001_26,49967.0,86275.0,24.665714534285716
76,2001_27,49967.0,83856.0,23.975714002857142
80,2001_28,49967.0,80822.0,23.10714312857143
84,2001_29,49967.0,78341.0,22.397142682857144
88,2001_3,49967.0,145577.0,41.62285723
92,2001_30,49967.0,75390.0,21.55571419857143
96,2001_31,49967.0,72225.0,20.64999989
100,2001_32,49967.0,69156.0,19.771428789999998
104,2001_33,49967.0,65747.0,18.795713968571427
108,2001_34,49967.0,62616.0,17.90142849571429
112,2001_35,49967.0,59217.0,16.931428911428572
116,2001_36,49967.0,55552.0,15.882857185714286
120,2001_37,49967.0,52329.0,14.961428505714284
124,2001_38,49967.0,48378.0,13.831428667142857
128,2001_39,49967.0,44609.0,12.754285675714286
132,2001_4,49967.0,145734.0,41.667143138571426
136,2001_40,49967.0,40961.0,11.710000038571428
140,2001_41,49967.0,37043.0,10.590000152857144
144,2001_42,49967.0,34402.0,9.834285737142858
148,2001_43,49967.0,31489.0,9.002857344285713
152,2001_44,49967.0,29408.0,8.408571515714286
156,2001_45,49967.0,27338.0,7.815714425714286
160,2001_46,49967.0,25673.0,7.338571412857143
164,2001_47,49967.0,25961.0,7.422857217142857
168,2001_48,49967.0,27322.0,7.8100000114285715
172,2001_49,49967.0,31226.0,8.927142824285713
176,2001_5,49967.0,144533.0,41.32428632571428
180,2001_50,49967.0,34882.0,9.974285805714286
184,2001_51,49967.0,39981.0,11.431428499999999
188,2001_52,49967.0,44322.0,12.671428544285714
192,2001_6,49967.0,143556.0,41.04285703428571
196,2001_7,49967.0,140153.0,40.06999969571429
200,2001_8,49967.0,135904.0,38.857142857142854
204,2001_9,49967.0,132688.0,37.93571472142857
208,2002_1,49967.0,69848.0,17.4737502325
212,2002_10,49967.0,205127.0,58.648570469999996
216,2002_11,49967.0,213602.0,61.07000024
220,2002_12,49967.0,217489.0,62.179999214285715
224,2002_13,49967.0,221137.0,63.22428621428571
228,2002_14,49967.0,224975.0,64.31999915
232,2002_15,49967.0,229948.0,65.74428558285715
236,2002_16,49967.0,231051.0,66.05856977142857
240,2002_17,49967.0,230648.0,65.94285692571428
244,2002_18,49967.0,228457.0,65.31714303142857
248,2002_19,49967.0,225749.0,64.54428536714286
252,2002_2,49967.0,79217.0,22.64999989
256,2002_20,49967.0,221965.0,63.46142796
260,2002_21,49967.0,217873.0,62.29142815857143
264,2002_22,49967.0,213712.0,61.10000010714286
268,2002_23,49967.0,210384.0,60.14857156
272,2002_24,49967.0,205715.0,58.815713609999996
276,2002_25,49967.0,201150.0,57.50999941142857
280,2002_26,49967.0,196255.0,56.11142839714286
284,2002_27,49967.0,192155.0,54.937143052857145
288,2002_28,49967.0,187779.0,53.687143052857145
292,2002_29,49967.0,182567.0,52.19857188571429
296,2002_3,49967.0,98748.0,28.232857295714286
300,2002_30,49967.0,176560.0,50.48000008857143
304,2002_31,49967.0,171589.0,49.05857140714286
308,2002_32,49967.0,165344.0,47.27285766714285
312,2002_33,49967.0,159801.0,45.687143598571424
316,2002_34,49967.0,153454.0,43.87428556571428
320,2002_35,49967.0,146962.0,42.015714374285714
324,2002_36,49967.0,139067.0,39.75857162571429
328,2002_37,49967.0,131180.0,37.50571387142857
332,2002_38,49967.0,124380.0,35.56142861428572
336,2002_39,49967.0,117869.0,33.69857134285714
340,2002_4,49967.0,118279.0,33.8157147
344,2002_40,49967.0,112094.0,32.047143118571434
348,2002_41,49967.0,106003.0,30.30571419714286
352,2002_42,49967.0,99422.0,28.425714218571425
356,2002_43,49967.0,92206.0,26.362857274285716
360,2002_44,49967.0,84981.0,24.294285911428574
364,2002_45,49967.0,79326.0,22.68142836285714
368,2002_46,49967.0,73384.0,20.98142841857143
372,2002_47,49967.0,69839.0,19.96714265
376,2002_48,49967.0,65297.0,18.668571472857142
380,2002_49,49967.0,60455.0,17.284286225714286
384,2002_5,49967.0,129986.0,37.16285650714286
388,2002_50,49967.0,58584.0,16.751428604285714
392,2002_51,49967.0,57703.0,16.498571395714286
396,2002_52,49967.0,59395.0,16.981428417142858
400,2002_6,49967.0,145616.0,41.632856641428575
404,2002_7,49967.0,159057.0,45.47428566857143
408,2002_8,49967.0,175395.0,50.145714895714285
412,2002_9,49967.0,193134.0,55.218571252857146
416,2003_1,49967.0,68386.0,17.10874986625
420,2003_10,49967.0,157087.0,44.91428593142857
424,2003_11,49967.0,157295.0,44.96999958714286
428,2003_12,49967.0,161375.0,46.140000480000005
432,2003_13,49967.0,168715.0,48.237142291428576
436,2003_14,49967.0,173523.0,49.61142948857143
440,2003_15,49967.0,180398.0,51.57571356571429
444,2003_16,49967.0,183580.0,52.488571712857144
448,2003_17,49967.0,183984.0,52.60428564857143
452,2003_18,49967.0,183644.0,52.50571441571429
456,2003_19,49967.0,181992.0,52.03142874428572
460,2003_2,49967.0,73335.0,20.96714292142857
464,2003_20,49967.0,179247.0,51.24857112285714
468,2003_21,49967.0,177437.0,50.72857175285714
472,2003_22,49967.0,174505.0,49.89428547428572
476,2003_23,49967.0,170211.0,48.66571426285714
480,2003_24,49967.0,167398.0,47.85857173428571
484,2003_25,49967.0,164628.0,47.067143030000004
488,2003_26,49967.0,161647.0,46.215714045714286
492,2003_27,49967.0,157727.0,45.09428569285715
496,2003_28,49967.0,154245.0,44.10000065571428
500,2003_29,49967.0,150009.0,42.88714272714286
504,2003_3,49967.0,82052.0,23.457142965714286
508,2003_30,49967.0,145997.0,41.74000004285715
512,2003_31,49967.0,141322.0,40.40428597571429
516,2003_32,49967.0,136897.0,39.13999939
520,2003_33,49967.0,132152.0,37.78142874571428
524,2003_34,49967.0,127128.0,36.34714235285715
528,2003_35,49967.0,122287.0,34.964285167142855
532,2003_36,49967.0,116854.0,33.40857097
536,2003_37,49967.0,111987.0,32.01857158285714
540,2003_38,49967.0,106461.0,30.437142781428573
544,2003_39,49967.0,100798.0,28.821428298571426
548,2003_4,49967.0,95921.0,27.42428589
552,2003_40,49967.0,94165.0,26.92428589
556,2003_41,49967.0,87410.0,24.990000042857144
560,2003_42,49967.0,79961.0,22.861428668571428
564,2003_43,49967.0,73648.0,21.05714253
568,2003_44,49967.0,68206.0,19.499999725714286
572,2003_45,49967.0,63163.0,18.05999974
576,2003_46,49967.0,58294.0,16.66714286857143
580,2003_47,49967.0,53787.0,15.379999975714286
584,2003_48,49967.0,49584.0,14.17571422
588,2003_49,49967.0,47366.0,13.542857032857142
592,2003_5,49967.0,113118.0,32.33999988142857
596,2003_50,49967.0,47758.0,13.655714305714286
600,2003_51,49967.0,47078.0,13.458571705714286
604,2003_52,49967.0,47761.0,13.658571517142857
608,2003_6,49967.0,130311.0,37.257142202857146
612,2003_7,49967.0,141948.0,40.582856858571425
616,2003_8,49967.0,150055.0,42.90142822142857
620,2003_9,49967.0,153950.0,44.01571437142858
624,2004_1,49967.0,27781.0,13.8999998575
628,2004_10,49967.0,205295.0,58.6942858
632,2004_11,49967.0,229665.0,65.66428538714285
636,2004_12,49967.0,255425.0,73.02428654285714
640,2004_13,49967.0,277674.0,79.38999938714286
644,2004_14,49967.0,292934.0,83.75142887571428
648,2004_15,49967.0,307949.0,88.04571424142857
652,2004_16,49967.0,323341.0,92.44428580142858
656,2004_17,49967.0,332267.0,94.99571554857143
660,2004_18,49967.0,340387.0,97.31714303
664,2004_19,49967.0,340586.0,97.37571498428572
668,2004_2,49967.0,50727.0,14.504285811428572
672,2004_20,49967.0,340591.0,97.37714277142857
676,2004_21,49967.0,340244.0,97.27714211571428
680,2004_22,49967.0,339759.0,97.13714272428571
684,2004_23,49967.0,338705.0,96.83571406714285
688,2004_24,49967.0,337700.0,96.54857308714286
692,2004_25,50453.0,338684.0,96.16285705571428
696,2004_26,50453.0,337991.0,95.70142909571429
700,2004_27,50453.0,335295.0,94.93857247571428
704,2004_28,50453.0,331615.0,93.89714268142858
708,2004_29,50453.0,328614.0,93.04714203
712,2004_3,49967.0,63866.0,18.259999957142856
716,2004_30,50453.0,324446.0,91.86714281285715
720,2004_31,50453.0,320502.0,90.74857112285714
724,2004_32,50453.0,315224.0,89.25428444857143
728,2004_33,50453.0,308493.0,87.34857286857142
732,2004_34,50453.0,303600.0,85.96428680428572
736,2004_35,50453.0,298598.0,84.54857199428571
740,2004_36,50453.0,290443.0,82.23857116857143
744,2004_37,50453.0,282516.0,79.99428667428572
748,2004_38,50453.0,275078.0,77.88714272571428
752,2004_39,50453.0,267227.0,75.66428484142857
756,2004_4,49967.0,83981.0,24.010000502857142
760,2004_40,50453.0,259276.0,73.41285596428573
764,2004_41,50453.0,253090.0,71.66285705571428
768,2004_42,50453.0,244327.0,69.18142918142857
772,2004_43,50453.0,235662.0,66.72714342285714
776,2004_44,50453.0,228964.0,64.83285794999999
780,2004_45,50453.0,221751.0,62.790000369999994
784,2004_46,50453.0,214939.0,60.86142839714286
788,2004_47,50453.0,208882.0,59.14428602142857
792,2004_48,50453.0,203400.0,57.59428623857143
796,2004_49,50453.0,198454.0,56.19142805
800,2004_5,49967.0,112138.0,32.060000009999996
804,2004_50,50453.0,194423.0,55.051428658571425
808,2004_51,50757.0,195627.0,55.19999967285714
812,2004_52,50757.0,198410.0,55.84142902999999
816,2004_53,50757.0,147660.0,58.18399887
820,2004_6,49967.0,127922.0,36.57142802714286
824,2004_7,49967.0,141244.0,40.38142776428572
828,2004_8,49967.0,157568.0,45.04857090571428
832,2004_9,49967.0,179927.0,51.44000026285715
836,2005_1,50757.0,219281.0,61.719999585714284
840,2005_10,50757.0,304872.0,85.80714307714285
844,2005_11,50757.0,310331.0,87.34285845285714
848,2005_12,50757.0,317706.0,89.41857147142856
852,2005_13,50757.0,327814.0,92.26285771
856,2005_14,50757.0,336286.0,94.64714268285715
860,2005_15,50757.0,346565.0,97.54142761142857
864,2005_16,50757.0,347961.0,97.93428584285714
868,2005_17,50757.0,348243.0,98.01285662
872,2005_18,50757.0,349620.0,98.40000043428572
876,2005_19,50757.0,347805.0,97.89142826571428
880,2005_2,50757.0,229646.0,64.63285609714286
884,2005_20,50757.0,345861.0,97.34428623857143
888,2005_21,50757.0,343235.0,96.60571507142858
892,2005_22,50757.0,340911.0,95.94999912714286
896,2005_23,50757.0,339201.0,95.46857125285715
900,2005_24,50757.0,336374.0,94.67428697857143
904,2005_25,50757.0,331670.0,93.35000065428572
908,2005_26,50757.0,326399.0,91.8657139357143
912,2005_27,50757.0,321141.0,90.38714272714286
916,2005_28,50757.0,315799.0,88.88285718571429
920,2005_29,50757.0,310199.0,87.30714198428572
924,2005_3,50757.0,238021.0,66.99285670714286
928,2005_30,50757.0,304304.0,85.64714159142856
932,2005_31,50757.0,299780.0,84.37285723142857
936,2005_32,50757.0,292490.0,82.31999969285714
940,2005_33,50757.0,286156.0,80.53714316142857
944,2005_34,50757.0,279416.0,78.6414293557143
948,2005_35,50757.0,272873.0,76.80142757
952,2005_36,50757.0,265396.0,74.69571358857142
956,2005_37,50757.0,256586.0,72.21857125571428
960,2005_38,50757.0,250031.0,70.37285832
964,2005_39,50757.0,241877.0,68.07857077428572
968,2005_4,50757.0,247101.0,69.54714311857143
972,2005_40,50757.0,232882.0,65.54428427428572
976,2005_41,50757.0,224322.0,63.13714272714286
980,2005_42,50757.0,216018.0,60.80142920428572
984,2005_43,50757.0,207911.0,58.517142705714285
988,2005_44,50757.0,201252.0,56.64285714142857
992,2005_45,50757.0,194209.0,54.66142872428571
996,2005_46,50757.0,190030.0,53.48285674857143
1000,2005_47,50757.0,187698.0,52.82714298857143
1004,2005_48,50757.0,190800.0,53.69999967285714
1008,2005_49,50757.0,196838.0,55.40285655428572
1012,2005_5,50757.0,259676.0,73.08571406571428
1016,2005_50,50757.0,212885.0,59.91857201714286
1020,2005_51,50757.0,225423.0,63.448571341428575
1024,2005_52,50757.0,201818.0,66.268333435
1028,2005_53,50757.0,60323.0,59.424999235
1032,2005_6,50757.0,269158.0,75.75428444857143
1036,2005_7,50757.0,281620.0,79.26142665285714
1040,2005_8,50757.0,289412.0,81.45571354428571
1044,2005_9,50757.0,297704.0,83.79000091571427
1048,2006_1,50757.0,248485.0,69.93571363285714
1052,2006_10,50757.0,279998.0,78.80571419714286
1056,2006_11,50757.0,290116.0,81.65428597571429
1060,2006_12,50757.0,300744.0,84.64571489714285
1064,2006_13,50757.0,317752.0,89.43142809142857
1068,2006_14,50757.0,332554.0,93.59857177571429
1072,2006_15,50757.0,344136.0,96.85714394571428
1076,2006_16,50757.0,350831.0,98.74285670714286
1080,2006_17,50757.0,352159.0,99.11714281285715
1084,2006_18,50757.0,352211.0,99.13142831
1088,2006_19,50757.0,351061.0,98.80857304142857
1092,2006_2,50757.0,261568.0,73.61857169
1096,2006_20,50757.0,347265.0,97.74000113428572
1100,2006_21,50757.0,344889.0,97.06999969428571
1104,2006_22,50757.0,342751.0,96.46857125285715
1108,2006_23,50757.0,337764.0,95.0671430342857
1112,2006_24,50757.0,333885.0,93.97285679428572
1116,2006_25,50757.0,328919.0,92.57714298857142
1120,2006_26,50757.0,323649.0,91.09142739428572
1124,2006_27,50757.0,317211.0,89.27999987
1128,2006_28,50757.0,311401.0,87.6457138057143
1132,2006_29,50757.0,304690.0,85.75428444857143
1136,2006_3,50757.0,269912.0,75.96714455714286
1140,2006_30,50757.0,298013.0,83.8800016142857
1144,2006_31,50757.0,290131.0,81.65714263857141
1148,2006_32,50757.0,282388.0,79.47714124571428
1152,2006_33,50757.0,275192.0,77.45428684857143
1156,2006_34,50757.0,266243.0,74.93428584428571
1160,2006_35,50757.0,257763.0,72.54714311857143
1164,2006_36,50757.0,249547.0,70.23714229142857
1168,2006_37,50757.0,240025.0,67.55428641142858
1172,2006_38,50757.0,231368.0,65.12142726428571
1176,2006_39,50757.0,221240.0,62.26857158
1180,2006_4,50757.0,275281.0,77.48000008714287
1184,2006_40,51766.0,213330.0,59.04142870285715
1188,2006_41,51766.0,205777.0,56.790000368571434
1192,2006_42,51766.0,198800.0,54.86285727285714
1196,2006_43,51766.0,193588.0,53.42428589
1200,2006_44,51766.0,190266.0,52.50714329428571
1204,2006_45,51766.0,188643.0,52.05999973714285
1208,2006_46,51766.0,187644.0,51.782856530000004
1212,2006_47,51766.0,191489.0,52.844285691428574
1216,2006_48,51766.0,192772.0,53.19999967285714
1220,2006_49,51766.0,194342.0,53.63142831
1224,2006_5,50757.0,276223.0,77.74428449285713
1228,2006_50,51766.0,204708.0,56.49142837428571
1232,2006_51,51766.0,214259.0,59.13000052428571
1236,2006_52,51766.0,255377.0,61.83249950375
1240,2006_6,50757.0,275087.0,77.42285701142858
1244,2006_7,50757.0,276034.0,77.68999917142857
1248,2006_8,50757.0,276637.0,77.86285618285714
1252,2006_9,50757.0,278116.0,78.2785720842857
1256,2007_1,51766.0,246336.0,59.4837505825
1260,2007_10,51766.0,310991.0,85.82285745
1264,2007_11,51766.0,318447.0,87.88000161285716
1268,2007_12,51766.0,332414.0,91.73428562571429
1272,2007_13,51766.0,342279.0,94.45714242285715
1276,2007_14,51766.0,347712.0,95.95857020857143
1280,2007_15,51766.0,349005.0,96.31428418857142
1284,2007_16,51766.0,347070.0,95.77857208142858
1288,2007_17,51766.0,347449.0,95.88428497428572
1292,2007_18,51766.0,347355.0,95.8585706442857
1296,2007_19,51766.0,343815.0,94.88142722142857
1300,2007_2,51766.0,244687.0,67.52571433
1304,2007_20,51766.0,340036.0,93.83857182142857
1308,2007_21,51766.0,335679.0,92.63857051285716
1312,2007_22,51766.0,329603.0,90.95857020714286
1316,2007_23,51766.0,323518.0,89.2814276557143
1320,2007_24,51766.0,316818.0,87.43285696857143
1324,2007_25,51766.0,310039.0,85.55999974
1328,2007_26,51766.0,304551.0,84.04714312
1332,2007_27,51766.0,296344.0,81.78142874571428
1336,2007_28,51766.0,288608.0,79.64571489571428
1340,2007_29,51766.0,280448.0,77.39428602
1344,2007_3,51766.0,259411.0,71.58857182142857
1348,2007_30,51766.0,272153.0,75.10714285571429
1352,2007_31,51766.0,265616.0,73.30142865857144
1356,2007_32,51766.0,259913.0,71.72999899571428
1360,2007_33,51766.0,253354.0,69.9171425942857
1364,2007_34,51766.0,246735.0,68.09142848428571
1368,2007_35,51766.0,239635.0,66.13142831
1372,2007_36,51766.0,228593.0,63.08571406714286
1376,2007_37,51766.0,219164.0,60.48142841857143
1380,2007_38,51766.0,209927.0,57.934285301428574
1384,2007_39,51766.0,200105.0,55.22142900714285
1388,2007_4,51766.0,272427.0,75.17999921571428
1392,2007_40,51766.0,189096.0,52.18571526714286
1396,2007_41,51766.0,177941.0,49.10571398142857
1400,2007_42,51766.0,167137.0,46.12428610714286
1404,2007_43,51766.0,156003.0,43.05285644571428
1408,2007_44,51766.0,144716.0,39.938570840000004
1412,2007_45,51766.0,132632.0,36.60142844
1416,2007_46,51766.0,123004.0,33.94571413285714
1420,2007_47,51766.0,115510.0,31.87857083
1424,2007_48,51766.0,107602.0,29.694285530000002
1428,2007_49,51766.0,101126.0,27.90714291142857
1432,2007_5,51766.0,283727.0,78.30142865857144
1436,2007_50,51766.0,98445.0,27.16714232142857
1440,2007_51,51766.0,96816.0,26.718571255714288
1444,2007_52,51766.0,97401.0,26.879999704285716
1448,2007_6,51766.0,289339.0,79.84857177857143
1452,2007_7,51766.0,294424.0,81.25142887714286
1456,2007_8,51766.0,302223.0,83.40285709857143
1460,2007_9,51766.0,307972.0,84.98857116714285
1464,2008_1,51766.0,151949.0,32.614444096666666
1468,2008_10,51766.0,181894.0,50.195714678571434
1472,2008_11,51766.0,192446.0,53.10714231142857
1476,2008_12,51766.0,211345.0,58.32571465428572
1480,2008_13,51766.0,228871.0,63.16142872285714
1484,2008_14,51766.0,252615.0,69.71285574571428
1488,2008_15,51766.0,271851.0,75.02142878857144
1492,2008_16,51766.0,282869.0,78.06285640285715
1496,2008_17,51766.0,291600.0,80.47428566857143
1500,2008_18,51766.0,296666.0,81.87000056857143
1504,2008_19,51766.0,298875.0,82.48142787285714
1508,2008_2,51766.0,98387.0,27.152857098571427
1512,2008_20,51766.0,299972.0,82.78285762142858
1516,2008_21,51766.0,299328.0,82.60428510142857
1520,2008_22,51766.0,298204.0,82.29714202857143
1524,2008_23,51766.0,296517.0,81.83142852857144
1528,2008_24,51766.0,293641.0,81.03571428571429
1532,2008_25,51766.0,290133.0,80.06714303
1536,2008_26,51766.0,286506.0,79.06714194142857
1540,2008_27,51766.0,283371.0,78.20142800428572
1544,2008_28,51766.0,279987.0,77.26857321571428
1548,2008_29,51766.0,276140.0,76.20428684714285
1552,2008_3,51766.0,98459.0,27.170000075714285
1556,2008_30,51766.0,271361.0,74.88571275857143
1560,2008_31,51766.0,265859.0,73.36714172428572
1564,2008_32,51766.0,259322.0,71.56428527714286
1568,2008_33,51766.0,251214.0,69.32857186571428
1572,2008_34,51766.0,242774.0,66.99857112428572
1576,2008_35,51766.0,235893.0,65.09857177714285
1580,2008_36,51766.0,227373.0,62.74714279142857
1584,2008_37,51766.0,220176.0,60.76142828857143
1588,2008_38,51766.0,212119.0,58.53571373857143
1592,2008_39,51766.0,204480.0,56.42999976
1596,2008_4,51766.0,101228.0,27.937143054285713
1600,2008_40,51766.0,197573.0,54.522857120000005
1604,2008_41,51766.0,189279.0,52.23428508
1608,2008_42,51766.0,178943.0,49.381428854285716
1612,2008_43,51766.0,169225.0,46.70142855142857
1616,2008_44,51766.0,159602.0,44.04571424285714
1620,2008_45,51766.0,149243.0,41.18571363142858
1624,2008_46,51766.0,141023.0,38.91857147
1628,2008_47,51766.0,135340.0,37.34714235571429
1632,2008_48,51766.0,132173.0,36.47571400428571
1636,2008_49,51766.0,132648.0,36.605715069999995
1640,2008_5,51766.0,111439.0,30.754286084285717
1644,2008_50,51766.0,132921.0,36.68142863714286
1648,2008_51,51766.0,134158.0,37.022856575714286
1652,2008_52,51766.0,147039.0,40.57571465714285
1656,2008_6,51766.0,127810.0,35.26857157857143
1660,2008_7,51766.0,145208.0,40.07142802571428
1664,2008_8,51766.0,160979.0,44.425714219999996
1668,2008_9,51766.0,173260.0,47.81428582428571
1672,2009_1,51766.0,95827.0,46.27750015
1676,2009_10,51766.0,288876.0,79.72142791857142
1680,2009_11,51766.0,295675.0,81.59571402428571
1684,2009_12,51766.0,301457.0,83.1928580142857
1688,2009_13,51766.0,305916.0,84.42285701285714
1692,2009_14,51766.0,310284.0,85.62857273428573
1696,2009_15,51766.0,320916.0,88.56571415285714
1700,2009_16,51766.0,336414.0,92.83857182142857
1704,2009_17,51766.0,349034.0,96.32142966285714
1708,2009_18,51766.0,356837.0,98.47571454857143
1712,2009_19,51766.0,359472.0,99.20142909428571
1716,2009_2,51766.0,179011.0,49.40000043571428
1720,2009_20,51766.0,359797.0,99.29285648857142
1724,2009_21,51766.0,359522.0,99.21714346857142
1728,2009_22,51766.0,356782.0,98.46142796142858
1732,2009_23,51766.0,354539.0,97.83857182
1736,2009_24,51766.0,349242.0,96.37999943285715
1740,2009_25,51766.0,344612.0,95.10285622714287
1744,2009_26,51766.0,341561.0,94.26142883428572
1748,2009_27,51766.0,336090.0,92.75
1752,2009_28,51766.0,331337.0,91.43857138428572
