,Ano_sem,EOLIELÉTRICA,FOTOVOLTAICA,HIDROELÉTRICA,TÉRMICA
436,2009_26,186.8114285714286,0.0,146620.58857142858,18793.31428571429
437,2009_27,179.66000000000003,0.0,158171.37999999998,7447.628571428571
438,2009_28,132.13,0.0,152059.9057142857,13124.83
439,2009_29,100.30142857142857,0.0,153115.92714285714,16642.558571428573
440,2009_3,458.06857142857143,0.0,113881.98142857142,4958.294285714285
441,2009_30,326.02571428571434,0.0,151439.41,4047.69
442,2009_31,335.4171428571429,0.0,139322.33285714284,15745.268571428573
443,2009_32,375.5414285714286,0.0,148560.23714285714,5216.255714285714
444,2009_33,883.0257142857143,0.0,143504.84142857144,9301.41
445,2009_34,1253.1671428571428,0.0,144564.01285714286,6097.925714285714
446,2009_35,1136.2414285714287,0.0,132757.59,2277.441428571429
447,2009_36,1389.7885714285715,0.0,131099.81857142856,2811.141428571428
448,2009_37,1717.5857142857144,0.0,124399.48714285715,13637.22
449,2009_38,1665.6542857142856,0.0,133243.1542857143,12571.475714285714
450,2009_39,1901.8942857142858,0.0,148978.7442857143,10433.812857142857
451,2009_4,167.53142857142856,0.0,98463.30571428571,9901.449999999999
452,2009_40,1877.9785714285715,0.0,152080.48714285714,11771.457142857142
453,2009_41,1857.8342857142857,0.0,156834.28714285715,6989.594285714286
454,2009_42,2288.582857142857,0.0,146204.11000000002,12872.432857142858
455,2009_43,1669.3428571428572,0.0,163824.44,4151.565714285714
456,2009_44,2598.3957142857143,0.0,150752.30285714287,1612.222857142857
457,2009_45,3050.0628571428574,0.0,151288.16714285713,9111.512857142856
458,2009_46,2646.86,0.0,170671.37142857144,773.0614285714286
459,2009_47,2168.8342857142857,0.0,167386.5042857143,2757.3685714285716
460,2009_48,1689.6014285714284,0.0,171947.84857142856,1523.404285714286
461,2009_49,2373.902857142857,0.0,161164.23285714284,5585.322857142856
462,2009_5,324.73857142857145,0.0,110781.83285714286,2612.8757142857144
463,2009_50,2357.4728571428573,0.0,141706.1542857143,8193.138571428572
464,2009_51,2442.14,0.0,154033.37285714285,1399.5714285714287
465,2009_52,1648.452857142857,0.0,135975.6642857143,2406.542857142857
466,2009_53,1183.195,0.0,135989.0275,1332.3975
467,2009_6,272.88428571428574,0.0,130752.69000000002,932.2671428571429
468,2009_7,437.6385714285714,0.0,136791.79285714286,1038.3528571428571
469,2009_8,200.53714285714287,0.0,122374.37857142858,2493.325714285714
470,2009_9,148.1885714285714,0.0,112832.50428571428,3219.8185714285714
471,2010_1,1653.8871428571426,0.0,140351.9,1879.7042857142858
472,2010_10,3021.8228571428576,0.0,140201.53,2595.54
473,2010_11,3126.637142857143,0.0,137521.7,1927.0385714285715
474,2010_12,1536.4171428571428,0.0,129943.13857142857,1778.2642857142857
475,2010_13,2100.458857142857,0.0,124427.64714285715,2078.3142857142857
476,2010_14,920.8488571428571,0.0,115748.48714285715,10577.968571428572
477,2010_15,1744.6527142857142,0.0,116494.71714285715,8685.605714285713
478,2010_16,2137.0539999999996,0.0,114947.73,13784.714285714286
479,2010_17,1763.9744857142857,0.0,116110.27857142857,18931.268571428573
480,2010_18,1345.7396428571428,0.0,116273.17428571428,12308.722857142857
481,2010_19,1383.4169571428572,0.0,113528.13428571429,9997.569999999998
482,2010_2,1900.6242857142856,0.0,140932.2814285714,2414.447142857143
483,2010_20,2218.124614285714,0.0,108152.98142857142,19782.042857142857
484,2010_21,3038.370142857143,0.0,118579.64714285715,14723.417142857143
485,2010_22,1777.1789857142855,0.0,107219.33428571429,21210.147142857142
486,2010_23,2727.4042857142854,0.0,107964.38428571427,19893.515714285713
487,2010_24,2744.042857142857,0.0,103682.82857142857,23056.92714285714
488,2010_25,2702.1485714285714,0.0,94847.50285714286,31358.29
489,2010_26,1617.1671428571428,0.0,101123.2757142857,24734.268571428573
490,2010_27,1620.6885714285713,0.0,105304.82428571429,22625.247142857144
491,2010_28,2629.5499999999997,0.0,111451.92857142857,23495.672857142858
492,2010_29,2436.61,0.0,118984.84,23804.989999999998
493,2010_3,1893.2242857142858,0.0,140796.3742857143,1755.8057142857142
494,2010_30,3036.1765714285716,0.0,120999.37857142858,23223.411428571428
495,2010_31,3526.2392857142863,0.0,104648.91857142858,23836.79285714286
496,2010_32,4168.372714285714,0.0,100033.89,28156.095714285715
497,2010_33,3642.716857142857,0.0,105605.43857142857,23871.34142857143
498,2010_34,4426.429857142857,0.0,114663.45,29005.335714285717
499,2010_35,4432.954285714286,0.0,130024.03285714285,31536.46857142857
500,2010_36,4777.83,0.0,115102.00857142858,35955.09285714286
501,2010_37,4975.488571428571,0.0,114554.64142857143,37791.47714285715
502,2010_38,5383.888571428572,0.0,115654.62142857142,38462.88714285714
503,2010_39,3902.6057142857144,0.0,145625.41285714286,38226.52857142857
504,2010_4,2318.1699999999996,0.0,137697.10857142857,7446.544285714285
505,2010_40,4789.955714285715,0.0,153623.32571428572,37272.002857142856
506,2010_41,5053.034285714285,0.0,131520.32571428572,37565.58714285714
507,2010_42,1930.2257142857143,0.0,129955.95999999999,36193.38857142857
508,2010_43,3229.802857142857,0.0,128532.33,30426.132857142857
509,2010_44,4366.9971428571425,0.0,114950.00428571428,37604.33
510,2010_45,4867.165714285715,0.0,130338.4542857143,37936.28428571428
511,2010_46,3567.4585714285713,0.0,115520.25285714286,36552.84285714286
512,2010_47,4088.3514285714286,0.0,135222.11857142855,34601.15857142857
513,2010_48,4666.378571428571,0.0,151277.38428571427,32702.10714285714
514,2010_49,2344.9700000000003,0.0,148558.39428571428,31955.86142857143
515,2010_5,3622.0142857142855,0.0,140601.55,5980.594285714286
516,2010_50,2469.1257142857144,0.0,135123.43571428573,26480.318571428572
517,2010_51,3329.9914285714285,0.0,154039.62285714288,5899.892857142857
518,2010_52,2298.4900000000002,0.0,138243.238,3544.112
519,2010_53,810.1766666666666,0.0,112675.23333333334,953.3266666666667
520,2010_6,2226.1442857142856,0.0,145049.4057142857,3759.274285714286
521,2010_7,4244.602857142857,0.0,140936.9,3633.7742857142853
522,2010_8,2980.7157142857145,0.0,149128.84857142856,2686.3485714285716
523,2010_9,2764.0071428571428,0.0,141081.44142857142,1973.6657142857143
524,2011_1,2204.1785714285716,0.0,136023.09,3597.445714285714
525,2011_10,1207.1114285714286,0.0,125372.20142857144,11616.381428571429
526,2011_11,533.8542857142858,0.0,146448.58714285714,5004.4742857142855
527,2011_12,1156.0342857142857,0.0,145802.6514285714,5244.2
528,2011_13,1304.327142857143,0.0,148866.93142857144,3938.0828571428574
529,2011_14,1424.2585714285713,0.0,144686.8457142857,2804.215714285714
530,2011_15,879.2828571428571,0.0,135159.61000000002,5773.864285714286
531,2011_16,575.9728571428572,0.0,120752.82142857143,5060.4685714285715
532,2011_17,200.97285714285712,0.0,131249.28,5097.562857142858
533,2011_18,583.3528571428571,0.0,116880.39714285715,18434.61142857143
534,2011_19,740.0242857142857,0.0,111425.40428571429,20646.21857142857
535,2011_2,2241.6142857142854,0.0,136742.14714285714,9772.585714285715
536,2011_20,1196.782857142857,0.0,106583.21142857142,20715.227142857144
537,2011_21,2185.591428571429,0.0,110848.47142857143,21385.93142857143
538,2011_22,2110.2585714285715,0.0,111771.59857142858,20833.84857142857
539,2011_23,2588.1814285714286,0.0,118396.36,22562.140000000003
540,2011_24,1660.7685714285715,0.0,126458.05142857143,22152.997142857144
541,2011_25,2167.6285714285714,0.0,119898.47,22994.847142857143
542,2011_26,2532.907142857143,0.0,130361.80428571429,17502.062857142857
543,2011_27,2391.6671428571426,0.0,124301.48857142858,22684.57857142857
544,2011_28,1637.6214285714286,0.0,121933.22285714287,24178.91714285714
545,2011_29,3230.5499999999997,0.0,128785.70571428571,19917.13714285714
546,2011_3,957.6214285714286,0.0,139761.09142857144,14692.155714285715
547,2011_30,3025.8685714285716,0.0,138154.5314285714,18381.044285714284
548,2011_31,4391.67,0.0,131357.74000000002,18483.762857142858
549,2011_32,3767.9085714285716,0.0,135695.01,12649.298571428571
550,2011_33,5189.557142857143,0.0,138159.47857142857,12720.33857142857
551,2011_34,5150.291428571429,0.0,138119.23714285714,12488.434285714287
552,2011_35,5761.3,0.0,147560.34142857144,12559.77
553,2011_36,5909.622857142857,0.0,143489.85714285713,11607.578571428572
554,2011_37,5726.358571428572,0.0,151828.65,12189.917142857143
555,2011_38,5048.845714285714,0.0,149674.01714285713,15193.311428571427
556,2011_39,7208.67,0.0,155341.38285714286,21531.141428571427
557,2011_4,929.5957142857143,0.0,141993.38,3603.8814285714284
558,2011_40,7301.615714285714,0.0,152580.86857142858,26016.93571428571
559,2011_41,5950.365714285714,0.0,163301.54142857142,21069.075714285715
560,2011_42,5014.182857142857,0.0,164438.1242857143,27190.825714285715
561,2011_43,6856.171428571428,0.0,173684.15857142856,25054.772857142856
562,2011_44,6091.581428571429,0.0,148684.68571428573,25317.95
563,2011_45,7821.244285714286,0.0,157026.23714285714,24073.087142857144
564,2011_46,6762.9457142857145,0.0,151579.22142857144,25340.12142857143
565,2011_47,6995.624285714286,0.0,143714.56428571427,25306.945714285714
566,2011_48,7317.454285714286,0.0,139355.73714285714,23383.21
567,2011_49,7061.348571428572,0.0,153324.2542857143,23386.192857142858
568,2011_5,1877.3985714285716,0.0,145930.87714285715,2239.8771428571426
569,2011_50,6331.727142857142,0.0,158560.30428571426,22457.962857142855
570,2011_51,6941.662857142857,0.0,155992.80000000002,21693.132857142857
571,2011_52,5112.8725,0.0,137102.35749999998,17270.6125
572,2011_6,2304.4014285714284,0.0,142043.48571428572,3301.191428571429
573,2011_7,1249.7900000000002,0.0,136890.1,3473.0242857142853
574,2011_8,1435.6885714285713,0.0,138966.39571428573,8830.775714285714
575,2011_9,848.8342857142858,0.0,124954.78714285714,18050.350000000002
576,2012_1,6427.60125,0.0,158520.02125,22457.884875
577,2012_10,3046.147857142857,0.0,165164.69285714286,16702.332857142857
578,2012_11,4190.311,0.0,174839.7257142857,6226.924285714286
579,2012_12,3813.9087142857143,0.0,165258.94,10202.947142857143
580,2012_13,4092.2325714285716,0.0,161474.50714285715,17696.264285714286
581,2012_14,4926.704142857144,0.0,149452.42571428572,14840.105714285713
582,2012_15,4183.005571428572,0.0,164445.65999999997,12030.687142857143
583,2012_16,3119.967,0.0,154994.45428571428,19528.004285714287
584,2012_17,4916.325714285714,0.0,161199.79142857142,12299.73
585,2012_18,5965.564285714286,0.0,143898.83000000002,15310.91857142857
586,2012_19,5652.0617142857145,0.0,146885.01714285713,24343.882857142857
587,2012_2,7513.339,0.0,173528.48714285714,14981.272857142858
588,2012_20,4974.070142857143,0.0,146907.31714285715,28826.448571428573
589,2012_21,3884.857571428571,0.0,143121.88857142857,26904.274285714288
590,2012_22,4984.224,0.0,144485.4557142857,26969.145714285718
591,2012_23,5394.265571428571,0.0,140073.3757142857,23656.005714285715
592,2012_24,5136.9235714285705,0.0,145268.8442857143,18492.065714285713
593,2012_25,4312.190857142857,0.0,145822.6842857143,15818.872857142856
594,2012_26,4138.290571428572,0.0,140709.27714285714,10148.157142857144
595,2012_27,6053.7168571428565,0.0,127064.76714285715,9645.322857142859
596,2012_28,6254.605285714286,0.0,107671.83142857144,19700.402857142857
597,2012_29,6186.005142857143,0.0,114687.85428571429,11097.214285714286
598,2012_3,4313.879428571429,0.0,180607.13428571427,6197.647142857143
599,2012_30,7309.398857142857,0.0,123119.12428571428,9232.261428571428
600,2012_31,6476.499142857143,0.0,127041.97285714287,5723.740142857142
601,2012_32,7604.6621428571425,0.0,133337.9057142857,7983.080857142857
602,2012_33,7973.854571428571,0.0,134841.42,16487.822571428573
603,2012_34,8705.937714285714,0.0,132857.7057142857,20108.128
604,2012_35,8607.231714285714,0.0,120546.27714285713,26327.977285714285
605,2012_36,8274.000142857143,0.0,117629.37714285715,29172.250857142855
606,2012_37,7915.8745714285715,0.0,145401.01428571428,29201.092428571428
607,2012_38,8053.185285714286,0.0,154796.19,31922.04
608,2012_39,8436.556,0.0,117428.43857142856,35705.96485714286
609,2012_4,6115.628857142858,0.0,161884.7057142857,4504.934285714286
610,2012_40,8771.234285714285,0.0,144471.35571428572,33429.652
611,2012_41,7878.159999999999,0.0,117103.55142857143,36153.75328571429
612,2012_42,7362.509142857142,0.0,115607.76428571428,52347.12357142857
613,2012_43,7188.175428571429,0.0,113981.84714285715,57777.49642857142
614,2012_44,4864.136285714286,0.0,113565.74571428572,74951.27942857143
615,2012_45,7689.590714285715,0.0,102953.35714285714,75374.73328571429
616,2012_46,7413.812714285714,0.0,109108.55428571429,67834.75628571429
617,2012_47,7419.876285714286,0.0,107854.60142857142,73776.90714285713
618,2012_48,7797.022571428571,0.0,115106.12714285715,80814.811
619,2012_49,9041.486285714285,0.0,155083.9557142857,81035.55914285714
620,2012_5,7998.4619999999995,0.0,156810.83428571429,10599.177142857143
621,2012_50,7814.330857142858,0.0,150517.4042857143,76810.16042857143
622,2012_51,8005.545142857142,0.0,155447.62142857144,71381.56428571428
623,2012_52,8057.246,0.0,143317.2975,68554.956375
624,2012_6,5535.349142857142,0.0,165625.23857142855,15556.322857142857
625,2012_7,2618.7607142857146,0.0,154911.88142857142,16947.722857142857
626,2012_8,3667.002,0.0,142791.0342857143,17915.148571428574
627,2012_9,4344.541428571429,0.0,162172.61285714287,19231.62142857143
628,2013_1,8873.7415,0.0,135175.295,67457.112125
629,2013_10,7894.103857142857,0.0,97278.68714285715,72380.10685714286
630,2013_11,7805.390142857143,0.0,91515.21285714286,68888.24657142858
631,2013_12,5461.480285714286,0.0,93388.79000000001,69979.86042857142
632,2013_13,5559.760571428572,0.0,90896.77,62405.95442857143
633,2013_14,4784.043,0.0,93992.08428571429,63412.791000000005
634,2013_15,5924.827142857143,0.0,96786.72571428571,45951.09814285714
635,2013_16,3267.786428571428,0.0,94758.6142857143,48076.933142857146
636,2013_17,4550.641857142857,0.0,92537.14,51068.13328571429
637,2013_18,5466.635428571429,0.0,89355.85857142857,54405.53814285714
638,2013_19,5379.215714285715,0.0,84071.80142857143,70834.97442857143
639,2013_2,8901.807571428571,0.0,157737.0042857143,80740.182
640,2013_20,5539.9514285714295,0.0,82794.32428571429,69744.06271428571
641,2013_21,4460.484857142857,0.0,81577.50714285715,76661.88357142858
642,2013_22,6586.053285714285,0.0,82999.55,67728.13214285714
643,2013_23,6163.0527142857145,0.0,81079.30571428571,69198.61085714286
644,2013_24,6022.081428571429,0.0,79838.63428571427,81088.71342857144
645,2013_25,5583.887571428572,0.0,85335.31999999999,75989.91985714286
646,2013_26,5343.9457142857145,0.0,86960.06571428571,76873.02557142857
647,2013_27,6161.562571428572,0.0,83537.30857142857,68679.34357142857
648,2013_28,6440.622714285714,0.0,91041.51714285715,42370.44928571429
649,2013_29,6677.251571428571,0.0,92751.10285714285,40756.183000000005
650,2013_3,5159.758142857143,0.0,103430.09142857142,85236.22142857143
651,2013_30,7944.024857142858,0.0,117868.71142857142,34124.58114285714
652,2013_31,9185.141,0.0,89540.43142857144,36680.74114285714
653,2013_32,10073.01757142857,0.0,88576.7831142857,38290.13314285715
654,2013_33,10347.112428571429,0.0,82014.66577142857,47500.49957142857
655,2013_34,10651.973285714284,0.0,82075.79714285713,50427.316857142854
656,2013_35,9361.756,0.0,99363.50285714286,38086.451571428566
657,2013_36,11576.583428571428,0.0,94184.69142857143,52373.40128571429
658,2013_37,12629.151,0.0,84355.09285714287,64730.37685714286
659,2013_38,11667.338857142857,0.0,87719.44285714286,67147.28285714285
660,2013_39,9802.361857142856,0.0,94326.02285714286,61943.08
661,2013_4,5231.252714285714,0.0,99732.89142857143,86194.75614285715
662,2013_40,10834.31957142857,0.0,94947.99428571427,62750.655685714286
663,2013_41,13070.725428571428,0.0,93187.65714285713,51646.87671428571
664,2013_42,11575.703857142857,0.0,92525.02428571429,58448.559714285715
665,2013_43,12698.649714285713,0.0,92490.33142857144,66198.81885714285
666,2013_44,11996.426285714286,0.0,87041.01428571428,71381.94371428572
667,2013_45,11725.292714285713,0.0,89833.67428571428,69608.56285714285
668,2013_46,12819.119,0.0,91794.49428571427,61447.515
669,2013_47,11546.091857142857,0.0,89476.21857142857,71876.674
670,2013_48,11099.752,0.0,80892.15666666666,83739.45916666667
671,2013_49,9418.483142857143,0.0,92276.82142857143,72750.70642857143
672,2013_5,8582.840857142857,0.0,98709.92714285714,81869.079
673,2013_50,10133.959714285713,0.0,82898.23714285715,69700.22471428571
674,2013_51,8340.557,0.0,87272.41428571429,57759.46871428571
675,2013_52,12368.214285714286,0.0,92904.61571428573,50372.00985714286
676,2013_6,8668.794714285714,0.0,93297.37857142858,79743.458
677,2013_7,6851.1957142857145,0.0,99227.0,66480.58085714285
678,2013_8,8403.815142857142,0.0,91103.37714285715,89558.07128571428
679,2013_9,9451.859857142857,0.0,94307.35428571429,81972.01342857143
680,2014_1,16364.223032245,0.0,91095.293,66500.138
681,2014_10,10596.834285714285,0.0,83963.03857142858,75445.02342857143
682,2014_11,9395.597142857145,0.0,85612.33,86549.04871428572
683,2014_12,11557.972857142857,0.0,84605.78571428571,90929.90857142858
684,2014_13,8394.80061032,0.0,82644.25428571428,91748.99757142857
685,2014_14,7436.640969017143,0.0,84186.77142857143,86151.80757142858
686,2014_15,6640.882360271428,0.0,82517.66428571429,87759.15657142857
687,2014_16,11202.570712665716,0.0,83681.18142857144,79187.94885714285
688,2014_17,10434.58388608,0.0,83939.35142857142,80047.31442857142
689,2014_18,9584.782494432859,0.0,82956.00571428573,78026.61771428572
690,2014_19,9486.5164481,0.0,84718.24044285715,83961.72785714285
691,2014_2,10863.619999999999,0.0,90676.60142857142,90840.38217142857
692,2014_20,7160.297216575715,0.0,79281.1273857143,90930.31318571429
693,2014_21,10246.093494077142,0.0,78452.69354285715,91733.60918571429
694,2014_22,12215.43417173857,0.0,78930.14401428572,86919.75928571427
695,2014_23,17461.82387570143,0.0,78994.10042857143,85932.51665714286
696,2014_24,16631.37691111,0.0,80219.3389,83918.54117142856
697,2014_25,19480.040005387145,0.0,77952.64777142857,77068.69134285716
698,2014_26,18931.37553069857,0.0,78663.69942857142,78909.47085714285
699,2014_27,23697.82271537143,0.0,79985.6482857143,82107.19757142858
700,2014_28,25068.950138478573,0.0,78956.40185714285,73907.92671428571
701,2014_29,24417.98991079714,0.0,78424.01114285714,87992.13385714286
702,2014_3,11202.042857142858,0.0,89042.33857142857,92811.51184285714
703,2014_30,28352.928263435715,0.0,80369.4277142857,96463.16485714285
704,2014_31,25929.23059638,0.0,79233.43942857142,101072.21442857143
705,2014_32,28284.05437542857,0.0,79144.74628571428,104205.237
706,2014_33,33653.759085381425,0.0,77568.50614285715,102662.95357142857
707,2014_34,34966.44271519571,0.0,78811.77171428571,111389.58757142858
708,2014_35,31404.036876967144,0.0,78972.08314285714,98234.22914285715
709,2014_36,24290.991277642857,0.0,80149.78385714286,90484.811
710,2014_37,34285.154036314285,0.0,79308.10285714285,100750.79871428572
711,2014_38,29398.11913527,0.0,78000.58642857142,105035.44001428572
712,2014_39,34243.06694319714,0.0,77793.7317142857,102359.4814
713,2014_4,12336.847142857141,0.0,88289.30571428571,90374.50057142857
714,2014_40,32916.47101508429,0.0,80247.46342857143,101379.40314285713
715,2014_41,38008.37630795571,0.0,79340.021,100432.3737142857
716,2014_42,38820.221993915715,0.0,82987.74571428572,103437.89300000001
717,2014_43,39252.301307958565,0.0,78229.69371428572,104699.16571428571
718,2014_44,36725.7926879,0.0,81118.36014285714,105755.56871428572
719,2014_45,37039.407779081426,0.0,81625.82585714285,106024.19128571429
720,2014_46,21071.792846002856,0.0,79534.00271428571,102239.90971428572
721,2014_47,30957.530796417144,0.0,84075.356,110489.232
722,2014_48,34556.83553468857,0.0,80650.125,104425.23457142858
723,2014_49,37935.44410153715,0.0,83545.19942857142,113287.45542857143
724,2014_5,12258.288333333332,0.0,81918.815,89297.18593333334
725,2014_50,36719.327435328574,0.0,82914.27914285715,108648.42185714285
726,2014_51,24598.617379867144,0.0,85725.70514285714,112023.85608571429
727,2014_52,38117.39208922857,0.0,85171.37985714285,94808.96371428572
728,2014_6,11155.0,0.0,83579.84142857142,87766.45205714286
729,2014_7,10695.312857142857,0.0,82352.00285714286,91873.61442857143
730,2014_8,10208.397142857142,0.0,82788.6557142857,86979.69799999999
731,2014_9,11323.368571428571,0.0,83150.09142857142,77649.97642857142
732,2015_1,24259.5771752775,0.0,82889.546,94605.4865
733,2015_10,24888.15507517143,0.0,82391.21902994571,97830.811
734,2015_11,35167.49900568143,0.0,81292.638,101008.402
735,2015_12,27406.14140778714,0.0,79491.02242857144,106794.98742857143
736,2015_13,15597.651124381428,0.0,81168.1897142857,93276.88757142857
737,2015_14,17630.57105833,0.0,76990.38442857143,94110.92414285715
738,2015_15,16545.806407491666,0.0,77702.62642520333,92638.04716666666
739,2015_16,29141.489285008574,0.0,77307.95628571429,77275.56385714286
740,2015_17,18460.426894115713,0.0,76649.88399999999,76642.24271428572
741,2015_18,33477.994877725716,0.0,81340.97771428572,62871.071142857145
742,2015_19,31479.190899871428,0.0,96216.05671428572,57278.46857142857
743,2015_2,39578.239605421426,0.0,85142.28385714286,102913.42157142857
744,2015_20,38363.21239517714,0.0,76328.937,62270.75414285714
745,2015_21,39955.52773692,0.0,76617.28457142856,73680.90942857142
746,2015_22,38083.54141950714,0.0,74616.03157142857,84505.93671428572
747,2015_23,38331.24398610143,0.0,70098.15757142857,80142.73957142858
748,2015_24,38855.92904261286,0.0,66286.53357142858,94676.74428571427
749,2015_25,40852.74999338285,0.0,65045.716,83541.19828571429
750,2015_26,40940.93133619857,0.0,64416.81714285714,76922.33385714285
751,2015_27,37200.88973300143,0.0,65672.876,78414.69571428571
752,2015_28,46440.123883148575,0.0,65365.021,68223.40742857143
753,2015_29,54560.80681807429,0.006,65961.68471428572,64217.23671428572
754,2015_3,44182.45461870571,0.0,78266.51057142857,103480.24028571429
755,2015_30,46887.09062480143,0.0832857142857143,66617.31171428572,66075.409
756,2015_31,53892.830651035714,6.481285714285714,66849.27385714286,62765.774285714295
757,2015_32,58763.99021880428,20.81942857142857,68024.00214285715,70063.04051428572
758,2015_33,67484.60423483,20.02557142857143,67647.61928571429,66272.75728571428
759,2015_34,61351.80500684143,50.95242857142858,67971.78114285714,74124.58985714286
760,2015_35,59772.36871543572,54.821714285714286,68249.28442857142,82820.50528571429
761,2015_36,50196.37211080715,47.76114285714285,68281.29828571428,75818.29357142858
762,2015_37,53060.036998044285,49.246857142857145,67877.32585714286,73625.05157142857
763,2015_38,60878.89885082858,41.45185714285714,68183.92514285714,84988.38142857143
764,2015_39,60016.44760961714,53.09728571428571,67579.09057142858,88138.206
765,2015_4,37431.34748395428,0.0,74627.52385714285,106062.15114285714
766,2015_40,57657.62382547,58.85185714285715,67107.03642857143,88374.872
767,2015_41,55871.63881798857,50.02471428571429,68512.48371428571,75099.09457142858
768,2015_42,63049.925081290006,53.43871428571429,65437.232,76432.44242857142
769,2015_43,58846.97572475143,62.028571428571425,66540.34214285715,85012.58985714286
770,2015_44,57107.476091882854,55.35057142857143,64436.241428571426,81200.29985714285
771,2015_45,62652.05293281429,49.93928571428571,63636.66457142857,80976.39114285714
772,2015_46,53594.43394255143,55.806714285714285,64848.97514285714,79074.514
773,2015_47,41293.08933953714,58.299142857142854,63483.15571428572,87275.29971428572
774,2015_48,36966.902363568566,53.94,66684.25242857143,87707.71642857142
775,2015_49,43048.41062305857,54.21471428571429,63662.04171428572,87855.48357142857
776,2015_5,40372.352115067144,0.0,77382.59998671857,96833.30114285715
777,2015_50,55719.83639353,56.06171428571429,63206.81242857142,81263.27428571429
778,2015_51,59368.47497555857,44.79342857142857,62563.90514285715,79912.37185714286
779,2015_52,60198.99810217429,43.20157142857143,61979.848,72778.82585714286
780,2015_53,50852.8170302975,39.50475,64857.8155,78751.21825
781,2015_6,25569.046287502857,0.0,78555.97489658286,102722.81928571429
782,2015_7,43096.443612681425,0.0,82133.94129637715,94289.61547142858
783,2015_8,28681.08019403857,0.0,77634.87649746428,98264.86157142857
784,2015_9,24925.953720545713,0.0,79465.08402529142,104080.13514285714
785,2016_1,25081.43521520286,35.10671428571429,68629.16914285715,82784.23228571427
786,2016_10,43850.24085714285,58.07228571428571,65876.67842857142,68220.89014285714
787,2016_11,53782.28271428571,51.41514285714286,62968.99657142857,58726.68185714285
788,2016_12,49090.52085714286,51.97571428571428,59743.9,61501.673285714285
789,2016_13,47435.51,49.56128571428571,57927.340428571435,69478.22957142857
790,2016_14,36295.05557142857,7.595714285714286,57634.72042857143,54117.178714285714
791,2016_15,56808.84971428571,13.545857142857143,57392.84985714286,74497.13385714286
792,2016_16,78365.25257142856,45.84171428571428,58408.02285714286,80642.54028571429
793,2016_17,63623.96028571429,50.166999999999994,59339.91014285714,72103.80357142857
794,2016_18,67374.296,43.43814285714286,58692.82857142857,47326.465142857145
795,2016_19,54609.40585714286,41.54071428571428,59289.28085714286,51406.19805714286
796,2016_2,23710.167566688568,41.40942857142857,63925.30528571428,88972.51742857143
797,2016_20,66034.22857142857,34.36814285714286,59882.83485714286,43977.29557142857
798,2016_21,61435.28271428571,30.59,58903.14728571429,46071.68757142856
799,2016_22,51553.207714285716,39.89714285714286,58771.583999999995,60765.33514285714
800,2016_23,41819.88042857143,44.52214285714286,58660.62057142857,69415.72642857143
801,2016_24,82944.09485714286,30.381571428571426,57791.05314285714,52032.07185714286
802,2016_25,92934.15757142857,34.14228571428571,58014.736,46644.679
803,2016_26,102282.38214285715,28.399714285714285,57792.38328571429,36004.290571428566
804,2016_27,81772.32571428572,42.27871428571429,59031.56014285714,44133.44714285714
805,2016_28,75072.92428571428,43.823,57602.87714285714,56589.435
806,2016_29,82581.42971428572,43.454857142857136,58044.76085714286,48440.45414285715
807,2016_3,16719.340285714286,32.763,67037.05171428571,79630.49757142857
808,2016_30,99614.35428571429,36.68085714285714,58157.587,40784.32814285714
809,2016_31,96475.10542857143,43.96999999999999,57404.49428571429,45414.386999999995
810,2016_32,86585.312,55.86214285714285,59414.28571428572,51998.21985714285
811,2016_33,78789.44657142856,52.49814285714286,58538.59085714286,51368.434571428574
812,2016_34,97261.24257142856,38.820142857142855,57171.99842857143,47160.36357142857
813,2016_35,104913.18214285714,44.97685714285715,58380.445857142855,46683.64400000001
814,2016_36,106894.60285714285,49.50842857142857,58998.86842857143,49385.604857142855
815,2016_37,102958.44685714286,54.41057142857143,59948.104857142855,55809.77642857143
816,2016_38,84251.29957142856,54.10214285714285,58702.81971428572,68823.80642857144
817,2016_39,82846.45442857142,53.91957142857143,59271.46785714286,70457.21214285714
818,2016_4,46733.46614285714,49.71671428571428,81226.096,65337.604857142855
819,2016_40,65326.81285714286,55.706,59933.719,76993.6622857143
820,2016_41,108505.91299999999,44.64,59406.69942857143,59298.06642857142
821,2016_42,90073.26228571429,55.31328571428571,59548.87642857143,72856.667
822,2016_43,95113.35514285715,58.319,59024.67071428571,67670.03728571428
823,2016_44,116797.21871428571,45.621428571428574,59194.91485714285,61057.08771428571
824,2016_45,90719.69242857142,51.45614285714286,59430.65728571429,65758.83041428572
825,2016_46,67700.80028571429,49.465428571428575,60761.19242857143,66191.73857142858
826,2016_47,88535.002,57.476,58197.61728571429,51628.13314285715
827,2016_48,83565.41985714286,55.89371428571429,55964.877,55999.65857142857
828,2016_49,52554.453285714284,49.33871428571428,55156.85614285715,78577.03485714285
829,2016_5,48082.48471428571,49.37728571428572,70913.40757142857,63338.60042857142
830,2016_50,76583.63557142857,41.415,60165.58414285715,61516.232142857145
831,2016_51,88705.38957142856,41.007428571428576,56255.88257142857,37652.711285714286
832,2016_52,94521.493,42.1165,55203.61716666666,35465.61083333333
833,2016_53,29180.58478491,51.93233333333333,63912.11633333333,59000.21266666666
834,2016_6,37723.93342857143,58.82071428571429,67011.25257142857,61512.613142857146
