,Ano_sem,ena_bruta_regiao_mwmed,ena_bruta_regiao_percentualmlt,ena_armazenavel_regiao_mwmed,ena_armazenavel_regiao_percentualmlt
748,2004_38,18864.0,90.16142817857143,18741.0,89.57428523428572
752,2004_39,18275.0,87.34571184428572,18102.0,86.51857103571429
756,2004_4,123650.0,129.2728576657143,121033.0,126.5357131942857
760,2004_40,17631.0,81.29000091571427,17491.0,80.64285714142856
764,2004_41,19173.0,84.04285757857143,18975.0,83.17428588857142
768,2004_42,19517.0,85.54999978142857,19315.0,84.66428593285715
772,2004_43,18387.0,80.59857177857143,18186.0,79.71714346857142
776,2004_44,19220.0,84.25000109,19018.0,83.36428724142857
780,2004_45,20067.0,54.144284930000005,20032.0,54.04857090714285
784,2004_46,22159.0,59.78714261857142,22100.0,59.62999943285714
788,2004_47,20048.0,54.09428623714286,19899.0,53.68857193142857
792,2004_48,24395.0,65.82142857,24373.0,65.76285716285714
796,2004_49,26520.0,47.45857129857143,26520.0,47.45857129857143
800,2004_5,200270.0,207.69285583571428,159297.0,165.53856986
804,2004_50,26438.0,38.520000458571424,26438.0,38.520000458571424
808,2004_51,37509.0,54.03714316285714,37509.0,54.03714316285714
812,2004_52,39992.0,57.21571404428572,39992.0,57.21571404428572
816,2004_53,42301.0,84.730000304,42301.0,84.730000304
820,2004_6,185125.0,183.96714128857144,119012.0,118.26571328428572
824,2004_7,129316.0,128.50571441714285,105735.0,105.07285635857143
828,2004_8,101287.0,100.65428488571429,97271.0,96.6628581442857
832,2004_9,114731.0,114.01285770857143,112570.0,111.86428615
836,2005_1,87445.0,90.44714355428572,87445.0,90.44714355428572
840,2005_10,80796.0,80.40857042571429,71502.0,71.16000039285714
844,2005_11,94002.0,93.55142974857142,75226.0,74.86571502571428
848,2005_12,116354.0,115.79714311857143,88524.0,88.09857286857142
852,2005_13,129086.0,140.74714442571428,101426.0,110.45571354428571
856,2005_14,114015.0,138.95285470285714,104570.0,127.4428569242857
860,2005_15,94415.0,115.06714303142857,94395.0,115.04285757857143
864,2005_16,63420.0,77.28999873714285,58609.0,71.42857197428572
868,2005_17,53915.0,71.88857269428571,53593.0,71.48714229
872,2005_18,63053.0,126.82714298857142,51258.0,103.10142844142857
876,2005_19,49502.0,99.56999969428571,46011.0,92.54857090428571
880,2005_2,81499.0,84.29999978142857,81492.0,84.29285757857143
884,2005_20,42219.0,84.91857038142858,42078.0,84.63714272714286
888,2005_21,35777.0,71.96285901857142,35608.0,71.62428392714286
892,2005_22,33504.0,91.94714246571428,33468.0,91.84857068714287
896,2005_23,35284.0,107.44142695999999,35264.0,107.37999943428572
900,2005_24,30483.0,92.81857081857143,30476.0,92.79857090428571
904,2005_25,27590.0,84.01142665285714,27590.0,84.01142665285714
908,2005_26,27559.0,91.48000117714285,27515.0,91.31857299857143
912,2005_27,26009.0,96.02142879,25859.0,95.46857016285715
916,2005_28,24908.0,91.95714351142858,24763.0,91.42142922571429
920,2005_29,24064.0,88.84142957428571,23928.0,88.33857400142857
924,2005_3,82045.0,84.86285727428572,82045.0,84.86285727428572
928,2005_30,24169.0,89.22714342285714,24052.0,88.79571424285714
932,2005_31,21827.0,92.40428488571429,21715.0,91.93000030571429
936,2005_32,20593.0,87.18000030428571,20431.0,86.49428558285715
940,2005_33,20693.0,87.60000065571428,20515.0,86.84714398999999
944,2005_34,20546.0,86.98142678285714,20399.0,86.35857064285713
948,2005_35,20076.0,90.72428676000001,19937.0,90.10285731714285
952,2005_36,20217.0,95.75285557285714,20090.0,95.14999934571428
956,2005_37,20715.0,98.10999952,20515.0,97.16428484285714
960,2005_38,20982.0,99.37571389428571,20780.0,98.41999925714286
964,2005_39,19758.0,91.27857099428572,19558.0,90.35285622571429
968,2005_4,83217.0,86.07571520285714,83217.0,86.07571520285714
972,2005_40,21472.0,93.19428471142858,21273.0,92.32714408
976,2005_41,20558.0,89.22428676142856,20364.0,88.38142830857143
980,2005_42,18096.0,78.5357131942857,17896.0,77.66857147428571
984,2005_43,16751.0,72.70142800428572,16551.0,71.83428519142856
988,2005_44,16603.0,47.93428693714286,16402.0,47.351428438571425
992,2005_45,19174.0,50.90428597571429,19162.0,50.87285723
996,2005_46,31187.0,82.79571315142857,31187.0,82.79571315142857
1000,2005_47,36454.0,96.77857208285715,36454.0,96.77857208285715
1004,2005_48,53434.0,102.03857095,48049.0,91.82571411142858
1008,2005_49,76988.0,110.14714268142858,74840.0,107.07428632285713
1012,2005_5,90774.0,89.95857020714286,90753.0,89.93857029571429
1016,2005_50,106085.0,151.77856881428573,105439.0,150.85571289142857
1020,2005_51,103806.0,148.51856994714285,103189.0,147.6357160285714
1024,2005_52,85102.0,142.048332215,85102.0,142.048332215
1028,2005_53,20489.0,74.17499924,20489.0,74.17499924
1032,2005_6,82659.0,81.32857077571428,82414.0,81.08714294571428
1036,2005_7,117478.0,115.58857400142857,92965.0,91.47143009857143
1040,2005_8,125381.0,123.36428506,99227.0,97.62999943
1044,2005_9,102629.0,101.96000126428571,90195.0,89.61999947714285
1048,2006_1,104755.0,108.3542861942857,104755.0,108.3542861942857
1052,2006_10,53817.0,53.55857195285714,53767.0,53.508571624285715
1056,2006_11,73114.0,72.76428549857143,73066.0,72.71714237714285
1060,2006_12,86365.0,85.95142909428571,86300.0,85.88571493857144
1064,2006_13,114961.0,122.25142887714286,114740.0,121.99428776285713
1068,2006_14,112574.0,137.19857352,111877.0,136.34856959857143
1072,2006_15,96336.0,117.40714482,94263.0,114.88428606285713
1076,2006_16,81536.0,99.3699983857143,76715.0,93.49571555
1080,2006_17,76018.0,92.6457138057143,66362.0,80.87857055714287
1084,2006_18,67697.0,136.16857256142856,60174.0,121.03714207285714
1088,2006_19,53930.0,108.47714342428571,52232.0,105.06285749000001
1092,2006_2,103087.0,106.62714386142856,103087.0,106.62714386142856
1096,2006_20,45754.0,92.03142765428572,44413.0,89.33428628142858
1100,2006_21,37704.0,75.84000069714286,36950.0,74.32285744857143
1104,2006_22,32747.0,84.61571284571428,32445.0,83.79999978000001
1108,2006_23,30379.0,92.50571441571428,30166.0,91.85571398
1112,2006_24,26991.0,82.18857029285714,26798.0,81.60142843999999
1116,2006_25,25122.0,76.4971433357143,24977.0,76.05571528857142
1120,2006_26,25042.0,80.85857173428572,24977.0,80.63428606142858
1124,2006_27,23343.0,86.17857143,23268.0,85.90142931285713
1128,2006_28,23393.0,86.36285727285714,23393.0,86.36285727285714
1132,2006_29,22596.0,83.4214281357143,22596.0,83.4214281357143
1136,2006_3,90798.0,93.91999925714286,90798.0,93.91999925714286
1140,2006_30,21427.0,79.10428401285715,21404.0,79.01999773142857
1144,2006_31,21388.0,88.9142859342857,21218.0,88.20714351142858
1148,2006_32,21674.0,91.75571441714285,21674.0,91.75571441714285
1152,2006_33,21412.0,90.64857264857143,21301.0,90.17857143
1156,2006_34,20786.0,87.99714442714286,20622.0,87.30285644428571
1160,2006_35,20992.0,93.40285818857144,20820.0,92.63571493857144
1164,2006_36,20911.0,99.03857203999999,20743.0,98.24285670571429
1168,2006_37,19983.0,94.64571489714285,19821.0,93.87714276999999
1172,2006_38,20100.0,95.19714355714287,19957.0,94.52142879
1176,2006_39,20449.0,95.68000030571429,20287.0,94.92571476571428
1180,2006_4,73082.0,75.59000124571428,73012.0,75.52000100571429
1184,2006_40,20434.0,88.68428584428571,20277.0,88.00428663142857
1188,2006_41,21606.0,93.77142769857143,21444.0,93.07000078714285
1192,2006_42,27975.0,121.41571481142857,27873.0,120.97142791714285
1196,2006_43,37424.0,162.42428588857143,37322.0,161.9800022657143
1200,2006_44,44369.0,137.7842832285714,44237.0,137.35714285857142
1204,2006_45,45666.0,121.23714447,45228.0,120.07285635857144
1208,2006_46,62686.0,166.42285592285717,59296.0,157.42285810142857
1212,2006_47,78090.0,207.31714303142857,77749.0,206.41285705571428
1216,2006_48,61078.0,133.08856964142856,61078.0,133.08856964142856
1220,2006_49,59963.0,85.79142870142857,59963.0,85.79142870142857
1224,2006_5,50982.0,50.970000132857145,50812.0,50.79857145
1228,2006_50,87971.0,125.86285836142858,84894.0,121.46000126285715
1232,2006_51,102627.0,146.83285304714286,100695.0,144.06714521
1236,2006_52,114875.0,138.849998475,114875.0,138.849998475
1240,2006_6,45933.0,45.19428525571429,45758.0,45.02142879
1244,2006_7,49804.0,49.00142887714286,49604.0,48.805714197142855
1248,2006_8,49705.0,48.907142640000004,49528.0,48.73142841857143
1252,2006_9,51441.0,51.02142824428571,51256.0,50.83714239857143
1256,2007_1,119937.0,110.87250042,119937.0,110.87250042
1260,2007_10,147939.0,147.23143005285715,85453.0,85.04285758
1264,2007_11,156741.0,155.99142674142857,108166.0,107.64714268285715
1268,2007_12,157895.0,157.1371438157143,127617.0,127.00571441714285
1272,2007_13,96423.0,98.37857164714286,93557.0,95.52714320571428
1276,2007_14,67949.0,82.81285749142856,67921.0,82.77714429571428
1280,2007_15,54022.0,65.83857182142857,53958.0,65.76000050428571
1284,2007_16,48188.0,58.72714342571429,48160.0,58.6942858
1288,2007_17,46410.0,56.55999973857143,46410.0,56.55999973857143
1292,2007_18,41845.0,79.20285851571428,41845.0,79.20285851571428
1296,2007_19,37132.0,74.68999808142857,37132.0,74.68999808142857
1300,2007_2,114627.0,118.56428636857143,114627.0,118.56428636857143
1304,2007_20,31855.0,64.07285635857143,31843.0,64.04857090571429
1308,2007_21,25701.0,51.695713587142855,25701.0,51.695713587142855
1312,2007_22,24268.0,59.83857127571429,24268.0,59.83857127571429
1316,2007_23,28653.0,87.24857112428572,28653.0,87.24857112428572
1320,2007_24,28129.0,85.65428597571429,28129.0,85.65428597571429
1324,2007_25,26326.0,80.16285705428572,26326.0,80.16285705428572
1328,2007_26,25786.0,80.82142857142857,25786.0,80.82142857142857
1332,2007_27,21481.0,79.30428532285714,21481.0,79.30428532285714
1336,2007_28,21456.0,79.21285574571428,21456.0,79.21285574571428
1340,2007_29,21161.0,78.12285723142857,21161.0,78.12285723142857
1344,2007_3,119067.0,123.15571376428571,119067.0,123.15571376428571
1348,2007_30,20724.0,76.51142992428572,20724.0,76.51142992428572
1352,2007_31,20889.0,85.25857326,20889.0,85.25857326
1356,2007_32,21712.0,91.91571371857142,21712.0,91.91571371857142
1360,2007_33,20882.0,88.4028571,20882.0,88.4028571
1364,2007_34,20371.0,86.23999895428571,20371.0,86.23999895428571
1368,2007_35,19690.0,86.0657130642857,19690.0,86.0657130642857
1372,2007_36,16497.0,78.13428606285713,16452.0,77.91999925857144
1376,2007_37,15711.0,74.41142927,15711.0,74.41142927
1380,2007_38,14955.0,70.82999856142858,14955.0,70.82999856142858
1384,2007_39,14319.0,67.81857082,14319.0,67.81857082
1388,2007_4,122251.0,126.44999912714286,120539.0,124.67857251714285
1392,2007_40,14012.0,60.812857491428574,14012.0,60.812857491428574
1396,2007_41,12998.0,56.41285760285714,12998.0,56.41285760285714
1400,2007_42,12023.0,52.18142754571429,12023.0,52.18142754571429
1404,2007_43,12122.0,52.61142894142857,12122.0,52.61142894142857
1408,2007_44,10722.0,36.47857066571429,10722.0,36.47857066571429
1412,2007_45,10872.0,28.864286149999998,10872.0,28.864286149999998
1416,2007_46,11909.0,31.615714481428572,11909.0,31.615714481428572
1420,2007_47,15152.0,40.228570667142854,15119.0,40.13999939
1424,2007_48,19578.0,44.0971429,18962.0,42.511429105714285
1428,2007_49,25230.0,36.09714262714286,25215.0,36.07571411
1432,2007_5,128552.0,129.21714455714286,113897.0,114.64857264857143
1436,2007_50,33176.0,47.46571459,33176.0,47.46571459
1440,2007_51,32370.0,46.312856401428576,32370.0,46.312856401428576
1444,2007_52,42651.0,61.02142824428571,42651.0,61.02142824428571
1448,2007_6,134229.0,132.06857299714287,90717.0,89.25714220142858
1452,2007_7,152885.0,150.42428371,95509.0,93.97000013285715
1456,2007_8,168641.0,165.92857142857142,97241.0,95.67714364285715
1460,2007_9,157337.0,155.80428423285713,92003.0,91.08428518999999
1464,2008_1,76241.0,70.9622226288889,76207.0,70.92444525888888
1468,2008_10,84096.0,83.69428580285714,84096.0,83.69428580285714
1472,2008_11,85196.0,84.78714316285713,85196.0,84.78714316285713
1476,2008_12,99587.0,99.10857282428572,99587.0,99.10857282428572
1480,2008_13,105158.0,104.65285709857143,103824.0,103.32571520285714
1484,2008_14,156223.0,186.19571358857144,154549.0,184.21000017428574
1488,2008_15,110052.0,134.12428501714285,108440.0,132.15857260428572
1492,2008_16,78652.0,95.85428510428572,78481.0,95.64714268142858
1496,2008_17,73405.0,89.46142796142858,73405.0,89.46142796142858
1500,2008_18,60716.0,100.68285696857143,60716.0,100.68285696857143
1504,2008_19,50385.0,101.34571293428571,50385.0,101.34571293428571
1508,2008_2,43280.0,44.76714161428571,43280.0,44.76714161428571
1512,2008_20,40786.0,82.03714316142857,40786.0,82.03714316142857
1516,2008_21,33669.0,67.72142846285713,33669.0,67.72142846285713
1520,2008_22,28372.0,61.05714307428571,28372.0,61.05714307428571
1524,2008_23,26136.0,79.58428628142858,26136.0,79.58428628142858
1528,2008_24,24029.0,73.16999925857144,24029.0,73.16999925857144
1532,2008_25,22649.0,68.96714237571429,22495.0,68.49714333571428
1536,2008_26,21897.0,66.67714255285715,21876.0,66.61285727428572
1540,2008_27,20774.0,74.72000122142857,20774.0,74.72000122142857
1544,2008_28,19967.0,73.71571458999999,19967.0,73.71571458999999
1548,2008_29,19508.0,72.02000100428572,19508.0,72.02000100428572
1552,2008_3,30729.0,31.782857077142857,30729.0,31.782857077142857
1556,2008_30,18663.0,68.90142822142857,18663.0,68.90142822142857
1560,2008_31,18630.0,73.10857173285714,18630.0,73.10857173285714
1564,2008_32,18498.0,78.30857086285714,18497.0,78.30428532285714
1568,2008_33,17788.0,75.30428423142858,17788.0,75.30428423142858
1572,2008_34,17079.0,72.3028575357143,17079.0,72.3028575357143
1576,2008_35,16533.0,69.99285670571429,16533.0,69.99285670571429
1580,2008_36,14799.0,70.09285736,14704.0,69.64285714285714
1584,2008_37,14444.0,68.41000039142857,14434.0,68.36142948714286
1588,2008_38,13594.0,64.38285664142857,13540.0,64.12857110142856
1592,2008_39,13357.0,63.26285716428571,13335.0,63.15857097000001
1596,2008_4,37849.0,39.15000043571428,37849.0,39.15000043571428
1600,2008_40,15424.0,68.50571496285714,15424.0,68.50571496285714
1604,2008_41,17879.0,77.59714290285714,17879.0,77.59714290285714
1608,2008_42,15872.0,68.88571548571429,15872.0,68.88571548571429
1612,2008_43,13250.0,57.508572169999994,13250.0,57.508572169999994
1616,2008_44,12462.0,49.10857119,12403.0,48.93428557285714
1620,2008_45,9938.0,26.38428552,9798.0,26.012857438571427
1624,2008_46,11174.0,29.665714537142858,11174.0,29.665714537142858
1628,2008_47,20760.0,55.11571502571429,20760.0,55.11571502571429
1632,2008_48,36267.0,96.28285762142858,36267.0,96.28285762142858
1636,2008_49,49374.0,70.64285714285714,48834.0,69.86714281428571
1640,2008_5,43480.0,43.96857125571428,43480.0,43.96857125571428
1644,2008_50,43905.0,62.8157147,43470.0,62.19428634571428
1648,2008_51,46290.0,66.22999954142857,46290.0,66.22999954142857
1652,2008_52,52938.0,75.74142782857143,52756.0,75.47999899428571
1656,2008_6,61250.0,60.26571546428571,61250.0,60.26571546428571
1660,2008_7,84823.0,83.45857238857143,84823.0,83.45857238857143
1664,2008_8,101465.0,99.83428628285715,101465.0,99.83428628285715
1668,2008_9,89096.0,87.94428689142856,89096.0,87.94428689142856
1672,2009_1,50193.0,90.85499954,50193.0,90.85499954
1676,2009_10,95170.0,94.71428680285715,95170.0,94.71428680285715
1680,2009_11,74816.0,74.45857129714285,74816.0,74.45857129714285
1684,2009_12,63169.0,62.86571502857142,63169.0,62.86571502857142
1688,2009_13,61588.0,61.29142870142857,61588.0,61.29142870142857
1692,2009_14,65594.0,75.94571468000001,65594.0,75.94571468000001
1696,2009_15,88600.0,107.9800000857143,88600.0,107.9800000857143
1700,2009_16,109110.0,132.9757178157143,108480.0,132.20857238714285
1704,2009_17,99577.0,121.35714285571429,99577.0,121.35714285571429
1708,2009_18,72500.0,109.01714325,64627.0,95.52142878857144
1712,2009_19,62376.0,125.46571568142858,56177.0,112.99428667571429
1716,2009_2,106562.0,110.22285788571428,105085.0,108.69714464571429
1720,2009_20,61709.0,124.12428610428572,54544.0,109.71000017428571
1724,2009_21,51585.0,103.75857217,46455.0,93.44142804857142
1728,2009_22,41215.0,82.90142822285715,40948.0,82.36428615142857
1732,2009_23,37167.0,113.17428697714286,37167.0,113.17428697714286
1736,2009_24,32814.0,99.91857147285714,32814.0,99.91857147285714
1740,2009_25,29586.0,90.09142848571427,29586.0,90.09142848571427
1744,2009_26,30815.0,93.83285740285714,30815.0,93.83285740285714
1748,2009_27,26718.0,93.80999864571429,26718.0,93.80999864571429
1752,2009_28,27591.0,101.86000061,27591.0,101.86000061
1756,2009_29,26920.0,99.38428715571429,26920.0,99.38428715571429
1760,2009_3,122954.0,127.17714255285715,122629.0,126.84142848571427
1764,2009_30,25052.0,92.48714338,25052.0,92.48714338
1768,2009_31,22428.0,86.28857094857143,22428.0,86.28857094857143
1772,2009_32,24292.0,102.83856963857144,24292.0,102.83856963857144
1776,2009_33,19756.0,83.63714381571428,19756.0,83.63714381571428
1780,2009_34,19159.0,81.10714285714286,19159.0,81.10714285714286
1784,2009_35,18378.0,77.80285862571428,18378.0,77.80285862571428
1788,2009_36,20411.0,95.30571311000001,20411.0,95.30571311000001
1792,2009_37,21932.0,103.87428610571429,21932.0,103.87428610571429
1796,2009_38,21628.0,102.43428584428571,21628.0,102.43428584428571
1800,2009_39,20678.0,97.93571581285714,20618.0,97.65142822285715
1804,2009_4,124870.0,129.16000148142857,124823.0,129.11142839714287
1808,2009_40,19902.0,89.63428497285715,19866.0,89.46428571428571
1812,2009_41,24825.0,107.74428558428572,24825.0,107.74428558428572
1816,2009_42,22588.0,98.03428540857144,22588.0,98.03428540857144
1820,2009_43,29639.0,128.63571494,29639.0,128.63571494
1824,2009_44,44346.0,182.19571576714287,44271.0,181.9914310985714
1828,2009_45,55918.0,148.45428466857143,53828.0,142.90571485142857
1832,2009_46,62509.0,165.95285906,62509.0,165.95285906
1836,2009_47,57051.0,151.46285792714284,57051.0,151.46285792714284
1840,2009_48,48326.0,128.2985719942857,48326.0,128.2985719942857
1844,2009_49,35913.0,58.11142948714286,35913.0,58.11142948714286
1848,2009_5,102569.0,105.47999899714286,101731.0,104.61428615
1852,2009_50,37197.0,53.218571798571425,37197.0,53.218571798571425
1856,2009_51,60682.0,86.81857082,60682.0,86.81857082
1860,2009_52,73699.0,105.44428580142858,73699.0,105.44428580142858
1864,2009_53,40096.0,100.38999748,40096.0,100.38999748
1868,2009_6,94885.0,93.35999843,94885.0,93.35999843
1872,2009_7,106434.0,104.72142900714286,106434.0,104.72142900714286
1876,2009_8,106122.0,104.41428484285714,106122.0,104.41428484285714
1880,2009_9,102428.0,100.94142804571428,102428.0,100.94142804571428
1884,2010_1,68901.0,71.26714325142856,68901.0,71.26714325142856
1888,2010_10,44596.0,44.38142885285714,44223.0,44.00999995571429
1892,2010_11,62308.0,62.00999995571429,62308.0,62.00999995571429
1896,2010_12,69063.0,68.73142951,69063.0,68.73142951
1900,2010_13,60084.0,67.34000069571428,60084.0,67.34000069571428
1904,2010_14,66567.0,81.12714276999999,66327.0,80.83571406857142
1908,2010_15,66346.0,80.85857282571429,65785.0,80.17571476571428
1912,2010_16,60301.0,73.49142892142856,60301.0,73.49142892142856
1916,2010_17,34592.0,48.66571372,34592.0,48.66571372
1920,2010_18,26392.0,53.08571461142857,26392.0,53.08571461142857
1924,2010_19,26845.0,53.99857166714286,26845.0,53.99857166714286
1928,2010_2,89813.0,92.89714377142857,89813.0,92.89714377142857
1932,2010_20,25286.0,50.86142894142857,25286.0,50.86142894142857
1936,2010_21,26766.0,53.83857073142857,26766.0,53.83857073142857
1940,2010_22,24861.0,71.91714314,24798.0,71.72428621714286
1944,2010_23,23379.0,71.18999917,23205.0,70.65999930142857
1948,2010_24,19549.0,59.52714266142857,19426.0,59.15285764428571
1952,2010_25,19703.0,59.99428558428571,19703.0,59.99428558428571
1956,2010_26,19943.0,67.77285712,19943.0,67.77285712
1960,2010_27,18353.0,67.75571550571429,18353.0,67.75571550571429
1964,2010_28,17868.0,65.96428680428572,17804.0,65.72857121
1968,2010_29,17392.0,64.20857075142858,17230.0,63.61000061142857
1972,2010_3,75818.0,78.42142922571429,75818.0,78.42142922571429
1976,2010_30,15504.0,58.37285777571429,15389.0,57.932857514285715
1980,2010_31,15663.0,66.3071419857143,15600.0,66.04142761285713
1984,2010_32,15845.0,67.08000074142856,15725.0,66.56999969571429
1988,2010_33,14558.0,61.63142885285714,14412.0,61.012856619999994
1992,2010_34,13279.0,56.21714292,13136.0,55.609999519999995
1996,2010_35,13279.0,61.01571491714286,13136.0,60.36142839571429
2000,2010_36,13542.0,64.13857105714285,13395.0,63.44142805142857
2004,2010_37,13773.0,65.2300000857143,13606.0,64.44000080714285
2008,2010_38,13417.0,63.548569812857146,13288.0,62.93571417857142
2012,2010_39,14490.0,66.21142796142857,14351.0,65.57428687
2016,2010_4,54067.0,55.92571422142857,54067.0,55.92571422142857
2020,2010_40,14731.0,63.931429727142856,14603.0,63.37857164857143
2024,2010_41,16284.0,70.67428588857142,16128.0,69.99714224857142
2028,2010_42,16311.0,70.79142761285713,16174.0,70.19857243285715
2032,2010_43,20637.0,89.56714303285715,20515.0,89.03714098142858
2036,2010_44,21661.0,57.50714329428571,21572.0,57.27142824285715
2040,2010_45,29834.0,79.20428521428572,29770.0,79.03571428571429
2044,2010_46,42468.0,112.74571446285714,42468.0,112.74571446285714
2048,2010_47,48116.0,127.74285670571429,48116.0,127.74285670571429
2052,2010_48,51767.0,91.92285701285714,51767.0,91.92285701285714
2056,2010_49,60590.0,86.68714250714287,60590.0,86.68714250714287
2060,2010_5,46136.0,45.39285659714285,46136.0,45.39285659714285
2064,2010_50,72925.0,104.33714403428571,72925.0,104.33714403428571
2068,2010_51,69291.0,99.13714490714285,69291.0,99.13714490714285
2072,2010_52,44876.0,89.888000488,44876.0,89.888000488
2076,2010_53,27482.0,66.32666778666668,27482.0,66.32666778666668
2080,2010_6,48670.0,47.88714381571429,48670.0,47.88714381571429
2084,2010_7,32717.0,32.19000053285715,32717.0,32.19000053285715
2088,2010_8,30120.0,29.635714394285714,30120.0,29.635714394285714
2092,2010_9,40782.0,40.58714294285715,40761.0,40.565714154285715
2096,2011_1,58037.0,60.02999987142857,58037.0,60.02999987142857
2100,2011_10,49947.0,49.70714242142857,48998.0,48.761428287142856
2104,2011_11,86908.0,86.49285670571429,85664.0,85.25285666142858
2108,2011_12,114221.0,113.67285919142857,114119.0,113.57143075142858
2112,2011_13,120774.0,131.89285496285714,120774.0,131.89285496285714
2116,2011_14,118756.0,144.73143223142856,118756.0,144.73143223142856
2120,2011_15,112693.0,137.34285845,112693.0,137.34285845
2124,2011_16,103244.0,125.82714407714286,103244.0,125.82714407714286
2128,2011_17,78839.0,103.34142739428572,78839.0,103.34142739428572
2132,2011_18,52833.0,106.27142879,52833.0,106.27142879
2136,2011_19,42695.0,85.87857055714287,42695.0,85.87857055714287
2140,2011_2,93946.0,97.17285592,93946.0,97.17285592
2144,2011_20,37482.0,75.39000047857144,37482.0,75.39000047857144
2148,2011_21,32308.0,64.98428671571428,32308.0,64.98428671571428
2152,2011_22,28943.0,79.50857217,28899.0,79.37571389428571
2156,2011_23,26169.0,79.68714250714287,26052.0,79.32714298857142
2160,2011_24,24792.0,75.49285779714286,24792.0,75.49285779714286
2164,2011_25,24937.0,75.93571363285714,24937.0,75.93571363285714
2168,2011_26,25183.0,83.78142874571428,25183.0,83.78142874571428
2172,2011_27,22554.0,83.26428658428571,22554.0,83.26428658428571
2176,2011_28,22045.0,81.38714272571428,22045.0,81.38714272571428
2180,2011_29,21625.0,79.83428519142856,21625.0,79.83428519142856
2184,2011_3,110068.0,113.84999956571428,110068.0,113.84999956571428
2188,2011_30,20636.0,76.18428584428571,20636.0,76.18428584428571
2192,2011_31,18214.0,77.10714176571427,18214.0,77.10714176571427
2196,2011_32,17227.0,72.92999921285714,17227.0,72.92999921285714
2200,2011_33,17180.0,72.73142787571429,17180.0,72.73142787571429
2204,2011_34,16150.0,68.37142835285714,16150.0,68.37142835285714
2208,2011_35,15735.0,71.15857151428573,15735.0,71.15857151428573
2212,2011_36,16307.0,77.23428671714285,16253.0,76.97857121
2216,2011_37,15004.0,71.06428636714286,14881.0,70.48000117857143
2220,2011_38,14960.0,70.85428728428572,14900.0,70.57000078571429
2224,2011_39,14183.0,65.59857177857143,14173.0,65.55142865857142
2228,2011_4,111681.0,115.51714325,111681.0,115.51714325
2232,2011_40,13657.0,59.27428545285714,13558.0,58.842856815714285
2236,2011_41,14664.0,63.64285714428571,14562.0,63.19999912714286
2240,2011_42,20046.0,87.00142887714286,19931.0,86.50571441714285
2244,2011_43,28048.0,121.73142787428571,28048.0,121.73142787428571
2248,2011_44,30823.0,89.9171425942857,30802.0,89.86142839571428
2252,2011_45,27107.0,71.96428571571428,27055.0,71.82571411
2256,2011_46,25783.0,68.45000076428572,25770.0,68.41571535428571
2260,2011_47,24603.0,65.31857136428572,24603.0,65.31857136428572
2264,2011_48,38239.0,72.40285710142857,37930.0,71.96142796142857
2268,2011_49,61497.0,87.98714338,61225.0,87.59857177714285
2272,2011_5,105272.0,104.40000043571429,105266.0,104.39428601857142
2276,2011_50,83018.0,118.77571433,83018.0,118.77571433
2280,2011_51,76806.0,109.88714272571428,76806.0,109.88714272571428
2284,2011_52,99987.0,118.91750287875,99987.0,118.91750287875
2288,2011_6,70843.0,69.70285633571429,70843.0,69.70285633571429
2292,2011_7,49185.0,48.39428601857143,49074.0,48.284285954285714
2296,2011_8,44948.0,44.222856792857144,44844.0,44.121428352857144
2300,2011_9,44890.0,44.59571402428571,43579.0,43.291429248571426
2304,2012_1,117896.0,108.24499940875,116107.0,106.58750009625
2308,2012_10,51977.0,51.72714233428571,51953.0,51.704285212857144
2312,2012_11,37870.0,37.68857138714286,37812.0,37.63142831
2316,2012_12,32973.0,32.81428527857143,32952.0,32.79285648857143
2320,2012_13,45388.0,46.93857192857143,45382.0,46.931428634285716
2324,2012_14,57875.0,70.53428540714286,57875.0,70.53428540714286
2328,2012_15,46106.0,56.19142804714286,46106.0,56.19142804714286
2332,2012_16,37908.0,46.201428005714284,37908.0,46.201428005714284
2336,2012_17,33253.0,40.52571432714286,33253.0,40.52571432714286
2340,2012_18,28322.0,53.60714340428571,28322.0,53.60714340428571
2344,2012_19,26662.0,53.62714276857143,26662.0,53.62714276857143
2348,2012_2,121052.0,125.21142687,119710.0,123.82285635714285
2352,2012_20,25458.0,51.20714242142857,25458.0,51.20714242142857
2356,2012_21,24038.0,48.34857123142857,24038.0,48.34857123142857
2360,2012_22,26384.0,64.80714143857143,26384.0,64.80714143857143
2364,2012_23,25535.0,77.75428662857144,25535.0,77.75428662857144
2368,2012_24,24808.0,75.54285648857142,24640.0,75.02999987
2372,2012_25,25914.0,78.90857151714285,25859.0,78.74000004428571
2376,2012_26,23396.0,73.22571454571428,23376.0,73.1628581442857
2380,2012_27,20331.0,75.05714089428571,20268.0,74.82571193
2384,2012_28,19513.0,72.03714316142857,19404.0,71.63714381714286
2388,2012_29,19501.0,71.99285779714286,19388.0,71.57571411142858
2392,2012_3,124287.0,128.55428532142858,124038.0,128.29857090571429
2396,2012_30,17239.0,63.64285768857143,17111.0,63.17000035
2400,2012_31,16558.0,67.52714266,16392.0,66.85142843999999
2404,2012_32,16156.0,68.39571271571428,16048.0,67.93999917142857
2408,2012_33,16088.0,68.10714176571429,15929.0,67.43428693428572
2412,2012_34,15158.0,64.16999926,15029.0,63.62285777714286
