,Ano_sem,ena_bruta_regiao_mwmed,ena_bruta_regiao_percentualmlt,ena_armazenavel_regiao_mwmed,ena_armazenavel_regiao_percentualmlt
360,2002_44,10836.0,41.445714405714284,10836.0,41.445714405714284
364,2002_45,10328.0,29.259999684285713,10328.0,29.259999684285713
368,2002_46,18262.0,51.74000004285715,18262.0,51.74000004285715
372,2002_47,28608.0,81.0528575357143,28608.0,81.0528575357143
376,2002_48,20512.0,54.792856758571425,20512.0,54.792856758571425
380,2002_49,26774.0,41.245714459999995,26774.0,41.245714459999995
384,2002_5,96203.0,100.88571384857143,95820.0,100.47428567142858
388,2002_50,22328.0,34.40000016285715,22328.0,34.40000016285715
392,2002_51,27583.0,42.492857251428575,27583.0,42.492857251428575
396,2002_52,59388.0,91.49000004428571,59388.0,91.49000004428571
400,2002_6,96034.0,97.50428662857144,96034.0,97.50428662857144
404,2002_7,81234.0,82.47999899714286,81234.0,82.47999899714286
408,2002_8,97491.0,98.98428671714285,97491.0,98.98428671714285
412,2002_9,103813.0,105.32285635857143,103813.0,105.32285635857143
416,2003_1,58168.0,58.89375019,58108.0,58.81875038125
420,2003_10,62521.0,63.35857118714286,62521.0,63.35857118714286
424,2003_11,48765.0,49.421428681428566,48765.0,49.421428681428566
428,2003_12,45141.0,45.74428558428571,45141.0,45.74428558428571
432,2003_13,61157.0,61.97714397,60591.0,61.40428597571429
436,2003_14,65629.0,79.00857217,65483.0,78.86142948714284
440,2003_15,67534.0,83.40142931142857,67534.0,83.40142931142857
444,2003_16,53221.0,65.72428567285714,53221.0,65.72428567285714
448,2003_17,40249.0,49.70714296571429,40249.0,49.70714296571429
452,2003_18,33081.0,55.67428643428571,33081.0,55.67428643428571
456,2003_19,30199.0,61.55571419857143,30199.0,61.55571419857143
460,2003_2,61702.0,66.39857155714286,61702.0,66.39857155714286
464,2003_20,28198.0,57.477143424285714,28198.0,57.477143424285714
468,2003_21,27922.0,56.914285387142854,27922.0,56.914285387142854
472,2003_22,24204.0,52.85857118857143,24204.0,52.85857118857143
476,2003_23,21637.0,67.21000017428571,21637.0,67.21000017428571
480,2003_24,20595.0,63.06428636857142,20494.0,62.75857108
484,2003_25,19960.0,60.45714242142857,19791.0,59.94428634857143
488,2003_26,19278.0,58.391429357142854,19100.0,57.85285731571429
492,2003_27,18868.0,67.73000008714286,18668.0,67.01428604
496,2003_28,20049.0,73.81428527857143,19862.0,73.12428610857143
500,2003_29,18105.0,66.65714264,17914.0,65.95428466857143
504,2003_3,75838.0,81.60857173428572,75838.0,81.60857173428572
508,2003_30,17206.0,63.34571402428571,17013.0,62.637142725714284
512,2003_31,16930.0,66.22857229714286,16734.0,65.46142905
516,2003_32,16665.0,70.35571398,16469.0,69.52857099
520,2003_33,15867.0,66.98714337857143,15675.0,66.17571476571429
524,2003_34,14752.0,62.27999877857143,14556.0,61.45428575571429
528,2003_35,14313.0,60.42571422142857,14124.0,59.630001068571424
532,2003_36,14317.0,67.41571480857144,14129.0,66.53142874571428
536,2003_37,15102.0,71.11285727428572,14907.0,70.19571467857143
540,2003_38,14822.0,69.79285866857143,14645.0,68.96000017571428
544,2003_39,13213.0,62.22000013142857,13046.0,61.43142918142858
548,2003_4,99001.0,106.53714207142856,99001.0,106.53714207142856
552,2003_40,11806.0,52.34142902714286,11624.0,51.53285707714286
556,2003_41,10658.0,45.99428558285714,10472.0,45.19000026428571
560,2003_42,10015.0,43.21857125428572,9819.0,42.37285723
564,2003_43,10130.0,43.71428571571429,9937.0,42.88142885714286
568,2003_44,11476.0,43.79142815714285,11283.0,43.051428387142856
572,2003_45,13028.0,34.615714208571426,12831.0,34.09285681714285
576,2003_46,16304.0,43.31857081714286,16304.0,43.31857081714286
580,2003_47,21470.0,57.044287,21431.0,56.941429137142855
584,2003_48,19640.0,52.182857514285715,19493.0,51.79428591
588,2003_49,19940.0,28.76857131,19772.0,28.527143205714285
592,2003_5,109801.0,116.2300000857143,109801.0,116.2300000857143
596,2003_50,28799.0,41.549999237142856,28690.0,41.39285659571429
600,2003_51,41675.0,60.12571443857143,41675.0,60.12571443857143
604,2003_52,39880.0,57.53714316142857,39880.0,57.53714316142857
608,2003_6,112077.0,113.79571424000001,112077.0,113.79571424000001
612,2003_7,99573.0,101.09571402285714,99573.0,101.09571402285714
616,2003_8,76012.0,77.17428698,76012.0,77.17428698
620,2003_9,59740.0,60.62142780571429,59740.0,60.62142780571429
624,2004_1,18600.0,34.02999973,18559.0,33.9524993875
628,2004_10,135678.0,136.37285723,133377.0,134.05856759428573
632,2004_11,137808.0,138.51142883285715,137325.0,138.02857317142858
636,2004_12,147890.0,148.64428710857143,147441.0,148.19428580142858
640,2004_13,145995.0,146.74000113285715,138329.0,139.03571428571428
644,2004_14,129966.0,147.18714686571428,129377.0,146.57571846857144
648,2004_15,120056.0,147.8142831,119437.0,147.05142647999998
652,2004_16,109620.0,134.96571677,105579.0,129.9885733442857
656,2004_17,98403.0,121.15571376142857,98307.0,121.03714207142856
660,2004_18,103875.0,151.18428911285716,78719.0,112.68428802285715
664,2004_19,82614.0,167.88285609714285,59904.0,121.73142787285714
668,2004_2,36776.0,38.447142465714286,36776.0,38.447142465714286
672,2004_20,64309.0,130.6871425085714,57064.0,115.96285683714287
676,2004_21,48499.0,98.55714307428572,48455.0,98.46714346714285
680,2004_22,40392.0,82.08142961857142,40392.0,82.08142961857142
684,2004_23,35866.0,104.57428523714285,35866.0,104.57428523714285
688,2004_24,32321.0,99.46714237714286,32321.0,99.46714237714286
692,2004_25,30654.0,94.33428519285714,30654.0,94.33428519285714
696,2004_26,28694.0,88.30285862571428,28694.0,88.30285862571428
700,2004_27,28457.0,98.31857190857143,28457.0,98.31857190857143
704,2004_28,28358.0,106.06000082857143,28358.0,106.06000082857143
708,2004_29,27489.0,102.81000082857143,27489.0,102.81000082857143
712,2004_3,72461.0,75.75571496142857,70828.0,74.04857253857143
716,2004_30,26812.0,100.27714320714286,26502.0,99.11714281428571
720,2004_31,24588.0,93.83142961714286,24588.0,93.83142961714286
724,2004_32,23151.0,99.18714359857142,23151.0,99.18714359857142
728,2004_33,21423.0,91.78285653142858,21400.0,91.68428584428571
732,2004_34,20231.0,86.67428479714286,20113.0,86.16857147142856
736,2004_35,19889.0,85.20857347857142,19725.0,84.50571332714286
740,2004_36,19516.0,90.59714290142857,19345.0,89.8057142
744,2004_37,19854.0,94.89285604999999,19690.0,94.11142839571428
