,Ano_sem,ear_max_subsistema,ear_verif_subsistema_mwmes,ear_verif_subsistema_percentual,ena_bruta_regiao_mwmed,ena_bruta_regiao_percentualmlt,ena_armazenavel_regiao_mwmed,ena_armazenavel_regiao_percentualmlt,val_cargaenergiamwmed,EOLIELÉTRICA,FOTOVOLTAICA,HIDROELÉTRICA,TÉRMICA,NORDESTE
14,2001_40,49967.0,40961.0,11.710000038571428,1864.7142857142856,58.46999958571429,1861.7142857142856,58.37571389285714,5035.830714285715,0.0,0.0,88222.17142857143,1208.4657142857145,562.15
15,2001_41,49967.0,37043.0,10.590000152857144,1739.428571428571,54.54285757857143,1739.428571428571,54.54285757857143,4806.842440477143,0.0,0.0,81106.08571428571,2111.2614285714285,562.15
16,2001_42,49967.0,34402.0,9.834285737142858,2099.714285714286,65.84000124285714,2099.714285714286,65.84000124285714,4875.846250001428,0.0,0.0,83123.5,2630.4528571428573,562.15
17,2001_43,49967.0,31489.0,9.002857344285713,2575.428571428572,80.75714220142858,2575.428571428572,80.75714220142858,4787.402916668571,0.0,0.0,80566.71428571429,2877.612857142857,562.15
18,2001_44,49967.0,29408.0,8.408571515714286,2975.0,73.24428558571428,2974.428571428572,73.22571455,4830.750535714286,0.0,0.0,82030.90000000001,2142.5842857142857,562.15
19,2001_45,49967.0,27338.0,7.815714425714286,2876.0,57.03999982428572,2876.0,57.03999982428572,4989.7897023814285,0.0,0.0,85338.77142857143,2092.638571428572,562.15
20,2001_46,49967.0,25673.0,7.338571412857143,2865.8571428571427,56.83714294571429,2865.8571428571427,56.83714294571429,4930.925892855715,0.0,0.0,84437.0,1727.0928571428572,562.15
21,2001_47,49967.0,25961.0,7.422857217142857,3720.142857142857,73.7785720842857,3720.0,73.77571433,5018.420654762857,0.0,0.0,86143.55714285714,2482.452857142857,562.15
22,2001_48,49967.0,27322.0,7.8100000114285715,4515.142857142857,75.97428676142856,4515.142857142857,75.97428676142856,5001.776904761428,0.0,0.0,86984.71428571429,2546.531428571429,562.15
23,2001_49,49967.0,31226.0,8.927142824285713,6920.714285714285,74.63428606285713,6920.0,74.62571498428572,5038.4864285700005,0.0,0.0,88740.97142857143,2224.6457142857143,562.15
24,2001_50,49967.0,34882.0,9.974285805714286,7147.714285714285,77.08142743714286,7146.857142857143,77.07285526714286,5086.663690478571,0.0,0.0,88525.01428571428,2336.9,562.15
25,2001_51,49967.0,39981.0,11.4314285,5722.714285714285,61.71285683857143,5721.428571428572,61.69857079571428,5118.060357142857,0.0,0.0,88922.78571428571,2017.7914285714287,562.15
26,2001_52,49967.0,44322.0,12.671428544285714,5109.571428571428,55.10142898714286,5109.142857142857,55.09714290142857,4812.976130952857,0.0,0.0,81616.44285714286,2201.57,562.15
27,2002_1,49967.0,69848.0,17.4737502325,11982.5,98.632499695,11982.5,98.632499695,4955.3266145825,0.0,0.0,87769.425,1992.16375,562.15
28,2002_10,49967.0,205127.0,58.64857047,14873.857142857143,105.51428549571428,14873.857142857143,105.51428549571428,5255.040654762857,0.0,0.0,105068.8857142857,494.91857142857145,4.88
29,2002_11,49967.0,213602.0,61.07000024,11328.57142857143,80.36428397142858,11328.57142857143,80.36428397142858,5529.452976189999,0.0,0.0,101135.22857142855,553.3285714285714,7.32
30,2002_12,49967.0,217489.0,62.17999921428572,7302.0,51.799999781428575,7302.0,51.799999781428575,5520.95047619,0.0,0.0,99653.51428571428,525.9971428571429,7.04
31,2002_13,49967.0,221137.0,63.22428621428571,6474.571428571428,45.92857197428572,6474.571428571428,45.92857197428572,5243.035000001429,0.0,0.0,93681.4,510.1828571428572,6.17
32,2002_14,49967.0,224975.0,64.31999915,8525.857142857143,73.70000021857143,8525.857142857143,73.70000021857143,5509.001011905714,0.0,0.0,101150.77142857145,869.0957142857143,5.72
33,2002_15,49967.0,229948.0,65.74428558285715,8539.285714285714,73.81714248714286,8539.285714285714,73.81714248714286,5551.659047618572,0.0,0.0,102749.1,1052.8457142857144,8.71
34,2002_16,49967.0,231051.0,66.05856977142857,5591.857142857143,48.33999960571429,5591.857142857143,48.33999960571429,5558.509601175714,0.0,0.0,100192.85714285714,1194.021871428571,8.75
35,2002_17,49967.0,230648.0,65.94285692571428,5034.714285714285,43.52285712142857,5034.714285714285,43.52285712142857,5613.541607144286,0.0,0.0,102123.85714285714,825.5799999999999,4.0
36,2002_18,49967.0,228457.0,65.31714303142857,4119.571428571428,51.32714298857143,4119.571428571428,51.32714298857143,5450.7911130957145,0.0,0.0,101896.15714285712,406.7867142857143,4.38
37,2002_19,49967.0,225749.0,64.54428536714286,3328.428571428572,47.49000004285715,3328.428571428572,47.49000004285715,5564.626190475714,0.0,0.0,107253.82857142856,377.1714285714285,4.0
38,2002_2,49967.0,79217.0,22.64999989,15849.42857142857,119.39000047857144,15849.42857142857,119.39000047857144,4826.4310119057145,0.0,0.0,81943.62857142858,1547.5442857142857,562.15
39,2002_20,49967.0,221965.0,63.46142796,3101.0,44.24571446,3101.0,44.24571446,5588.378869047143,0.0,0.0,120351.05714285714,447.7357142857142,4.13
40,2002_21,49967.0,217873.0,62.29142815857143,2996.5714285714284,42.75714220428571,2996.5714285714284,42.75714220428571,5518.94577381,0.0,0.0,113142.25714285715,429.67,4.0
41,2002_22,49967.0,213712.0,61.10000010714286,2832.5714285714284,46.24428612857143,2832.5714285714284,46.24428612857143,5367.977071901429,0.0,0.0,109604.84285714288,353.7640142857143,5.57
42,2002_23,49967.0,210384.0,60.14857156,2754.1428571428573,59.884285518571424,2754.1428571428573,59.884285518571424,5445.804821428572,0.0,0.0,111501.91428571429,156.08714285714285,7.69
43,2002_24,49967.0,205715.0,58.81571361,2763.1428571428573,60.08142798285714,2763.1428571428573,60.08142798285714,5576.818988097142,0.0,0.0,113390.47142857144,138.07,7.73
44,2002_25,49967.0,201150.0,57.50999941142857,2539.1428571428573,55.20857075285714,2539.1428571428573,55.20857075285714,5466.84797619,0.0,0.0,111115.57142857143,153.3942857142857,7.61
45,2002_26,49967.0,196255.0,56.11142839714286,2311.428571428572,50.25999995571429,2311.428571428572,50.25999995571429,5310.723630952857,0.0,0.0,106232.95714285714,116.32428571428572,15.89
46,2002_27,49967.0,192155.0,54.937143052857145,2445.285714285714,64.66857201857142,2445.285714285714,64.66857201857142,5330.217440475714,0.0,0.0,103419.78571428572,154.1185714285714,17.52
47,2002_28,49967.0,187779.0,53.687143052857145,2484.5714285714284,65.70714133,2484.5714285714284,65.70714133,5563.64892857,0.0,0.0,110823.91428571429,33.79571428571428,17.35
48,2002_29,49967.0,182567.0,52.19857188571429,2471.1428571428573,65.35428619142857,2471.1428571428573,65.35428619142857,5604.3222619028575,0.0,0.0,111990.67142857144,116.29142857142855,15.59
49,2002_3,49967.0,98748.0,28.23285729571429,18121.0,136.49999782,17726.0,133.52428545285713,4914.77779762,0.0,0.0,92295.31428571428,1019.71,562.15
50,2002_30,49967.0,176560.0,50.48000008857143,2443.285714285714,64.61714172285714,2443.285714285714,64.61714172285714,5656.580119047142,0.0,0.0,115858.84285714288,574.1085714285715,15.44
51,2002_31,49967.0,171589.0,49.05857140714286,2382.8571428571427,68.18714359857142,2382.8571428571427,68.18714359857142,5629.817440474285,0.0,0.0,113326.45714285714,839.6042857142857,13.52
52,2002_32,49967.0,165344.0,47.27285766714285,2065.428571428572,62.58571570142857,2065.428571428572,62.58571570142857,5648.589404761428,0.0,0.0,119389.67142857144,668.6742857142857,11.72
53,2002_33,49967.0,159801.0,45.687143598571424,1929.2857142857144,58.46000017428571,1929.2857142857144,58.46000017428571,5663.416607142857,0.0,0.0,111694.77142857145,868.0157142857142,12.41
54,2002_34,49967.0,153454.0,43.87428556571428,1788.0,54.17857088285714,1788.0,54.17857088285714,5655.96470238,0.0,0.0,110708.81428571428,743.21,14.07
55,2002_35,49967.0,146962.0,42.015714374285714,1636.428571428571,50.41857147285714,1636.428571428571,50.41857147285714,5702.34404762,0.0,0.0,115900.47142857144,456.3571428571428,5.9
56,2002_36,49967.0,139067.0,39.75857162571429,1457.571428571429,49.28285707857143,1457.571428571429,49.28285707857143,5807.830595238572,0.0,0.0,128712.34285714288,410.04857142857145,5.75
57,2002_37,49967.0,131180.0,37.50571387142857,1461.571428571429,49.417143141428575,1461.571428571429,49.417143141428575,5878.406547615714,0.0,0.0,133309.45714285717,449.6714285714285,5.54
58,2002_38,49967.0,124380.0,35.56142861428572,1446.0,48.89142935428572,1446.0,48.89142935428572,5861.06827381,0.0,0.0,131326.4142857143,261.4528571428572,4.86
59,2002_39,49967.0,117869.0,33.69857134285714,1513.857142857143,51.18571417571429,1513.857142857143,51.18571417571429,5920.688214285714,0.0,0.0,124999.32857142856,267.4028571428572,4.0
60,2002_4,49967.0,118279.0,33.8157147,14308.142857142857,107.78142765428572,13757.142857142857,103.63142613,5054.65547619,0.0,0.0,118929.8,582.2457142857143,319.41
61,2002_40,49967.0,112094.0,32.047143118571434,1911.857142857143,60.56142861428572,1911.857142857143,60.56142861428572,5940.756285388571,0.0,0.0,119619.82857142856,608.5222285714286,4.0
62,2002_41,49967.0,106003.0,30.30571419714286,2463.428571428572,77.24571446142856,2463.428571428572,77.24571446142856,5941.663938507142,0.0,0.0,121069.1857142857,517.9916142857143,4.01
63,2002_42,49967.0,99422.0,28.425714218571425,1792.142857142857,56.19428580142857,1792.142857142857,56.19428580142857,6104.898910658571,0.0,0.0,125979.52857142856,224.24514285714284,4.62
64,2002_43,49967.0,92206.0,26.36285727428572,1793.571428571429,56.23857171428572,1793.571428571429,56.23857171428572,6161.549877808572,0.0,0.0,130533.61428571428,351.1542,6.61
65,2002_44,49967.0,84981.0,24.29428591142857,1548.0,41.44571440571429,1548.0,41.44571440571429,6140.9719927900005,0.0,0.0,133334.38571428572,603.099257142857,6.72
66,2002_45,49967.0,79326.0,22.68142836285714,1475.428571428571,29.259999684285717,1475.428571428571,29.259999684285717,6163.677202382857,0.0,0.0,127990.5,914.1242857142856,5.66
67,2002_46,49967.0,73384.0,20.98142841857143,2608.8571428571427,51.74000004285715,2608.8571428571427,51.74000004285715,6098.231428571429,0.0,0.0,127772.75714285715,725.4114285714286,5.9
68,2002_47,49967.0,69839.0,19.96714265,4086.857142857143,81.0528575357143,4086.857142857143,81.0528575357143,6255.890833332857,0.0,0.0,137397.82857142857,555.3514285714285,5.67
69,2002_48,49967.0,65297.0,18.668571472857145,2930.285714285714,54.79285675857143,2930.285714285714,54.79285675857143,6287.1194642857145,0.0,0.0,139790.04285714286,1405.9514285714286,5.66
70,2002_49,49967.0,60455.0,17.284286225714286,3824.857142857143,41.24571446,3824.857142857143,41.24571446,6323.770714285713,0.0,0.0,143699.42857142858,2431.1257142857144,5.74
71,2002_5,49967.0,129986.0,37.16285650714286,13743.285714285714,100.88571384857144,13688.57142857143,100.47428567142858,5114.565059522857,0.0,0.0,97594.72857142855,1028.2614285714285,319.41
72,2002_50,49967.0,58584.0,16.751428604285714,3189.714285714286,34.40000016285715,3189.714285714286,34.40000016285715,6149.771904761429,0.0,0.0,140178.3,1234.5542857142857,6.13
73,2002_51,49967.0,57703.0,16.498571395714286,3940.428571428572,42.492857251428575,3940.428571428572,42.492857251428575,6297.310297620001,0.0,0.0,142730.18571428573,1874.99,4.01
74,2002_52,49967.0,59395.0,16.981428417142858,8484.0,91.49000004428572,8484.0,91.49000004428572,5799.827797618571,0.0,0.0,119130.55714285714,1342.152857142857,4.0
75,2002_6,49967.0,145616.0,41.632856641428575,13719.142857142857,97.50428662857144,13719.142857142857,97.50428662857144,5155.785833334287,0.0,0.0,90152.98571428572,1674.7457142857145,319.41
76,2002_7,49967.0,159057.0,45.47428566857143,11604.857142857143,82.47999899714286,11604.857142857143,82.47999899714286,4960.899821428572,0.0,0.0,85344.44285714286,1682.267142857143,319.41
77,2002_8,49967.0,175395.0,50.145714895714285,13927.285714285714,98.98428671714284,13927.285714285714,98.98428671714284,5480.531250001428,0.0,0.0,98738.34285714288,1469.1928571428573,319.41
78,2002_9,49967.0,193134.0,55.218571252857146,14830.42857142857,105.32285635857144,14830.42857142857,105.32285635857144,5507.412619045715,0.0,0.0,100403.51428571428,865.6885714285714,4.0
79,2003_1,49967.0,68386.0,17.10874986625,7271.0,58.89375019,7263.5,58.81875038125,5886.2405729175,0.0,0.0,104365.49625,7345.1025,5.23
80,2003_10,49967.0,157087.0,44.91428593142857,8931.57142857143,63.35857118714286,8931.57142857143,63.35857118714286,5720.912916665714,0.0,0.0,114427.31857142856,618.4057142857143,4.0
81,2003_11,49967.0,157295.0,44.96999958714286,6966.428571428572,49.421428681428566,6966.428571428572,49.421428681428566,6064.321607142857,0.0,0.0,120336.00857142857,1334.3385714285712,4.0
82,2003_12,49967.0,161375.0,46.140000480000005,6448.714285714285,45.74428558428571,6448.714285714285,45.74428558428571,5782.604166667143,0.0,0.0,115716.50857142858,940.4771428571428,4.0
83,2003_13,49967.0,168715.0,48.237142291428576,8736.714285714286,61.97714397,8655.857142857143,61.40428597571429,5832.271428571429,0.0,0.0,116420.58142857142,2460.7157142857145,4.0
84,2003_14,49967.0,173523.0,49.61142948857143,9375.57142857143,79.00857217,9354.714285714286,78.86142948714284,5981.202380952857,0.0,0.0,116740.28571428572,4458.871428571429,5.48
85,2003_15,49967.0,180398.0,51.57571356571429,9647.714285714286,83.40142931142857,9647.714285714286,83.40142931142857,6062.718333331429,0.0,0.0,118791.25714285715,4245.04,5.48
86,2003_16,49967.0,183580.0,52.48857171285714,7603.0,65.72428567285714,7603.0,65.72428567285714,5864.965595238572,0.0,0.0,118144.27714285711,993.3542857142857,5.48
87,2003_17,49967.0,183984.0,52.60428564857143,5749.857142857143,49.70714296571429,5749.857142857143,49.70714296571429,5951.521607144286,0.0,0.0,119829.26142857142,652.3285714285714,5.48
88,2003_18,49967.0,183644.0,52.50571441571429,4725.857142857143,55.67428643428571,4725.857142857143,55.67428643428571,5890.432380954286,0.0,0.0,114657.88,726.5828571428572,5.57
89,2003_19,49967.0,181992.0,52.03142874428572,4314.142857142857,61.55571419857143,4314.142857142857,61.55571419857143,5940.384404761428,0.0,0.0,117660.58571428571,1265.9828571428573,5.96
90,2003_2,49967.0,73335.0,20.96714292142857,8814.57142857143,66.39857155714286,8814.57142857143,66.39857155714286,6290.90797619,0.0,0.0,127278.71428571428,2123.662857142857,4.0
91,2003_20,49967.0,179247.0,51.24857112285714,4028.285714285714,57.477143424285714,4028.285714285714,57.477143424285714,5819.621547618571,0.0,0.0,111856.24857142856,1809.7542857142853,6.25
92,2003_21,49967.0,177437.0,50.72857175285714,3988.857142857143,56.91428538714285,3988.857142857143,56.91428538714285,5955.416488095715,0.0,0.0,115084.93857142856,857.0,7.1
93,2003_22,49967.0,174505.0,49.89428547428572,3457.714285714286,52.85857118857143,3457.714285714286,52.85857118857143,6010.19720238,0.0,0.0,115213.44,2472.35,11.49
94,2003_23,49967.0,170211.0,48.66571426285714,3091.0,67.21000017428571,3091.0,67.21000017428571,5830.705339285714,0.0,0.0,112253.52814285712,1257.9,11.31
95,2003_24,49967.0,167398.0,47.85857173428571,2942.1428571428573,63.06428636857142,2927.714285714286,62.75857108,5814.861964285715,0.0,0.0,99274.07142857143,1298.7442857142855,9.17
96,2003_25,49967.0,164628.0,47.06714303,2851.428571428572,60.45714242142857,2827.285714285714,59.94428634857143,5694.461309524285,0.0,0.0,92266.60571428572,4022.2085714285713,10.55
97,2003_26,49967.0,161647.0,46.215714045714286,2754.0,58.39142935714285,2728.5714285714284,57.85285731571429,5657.03077381,0.0,0.0,98212.8642857143,2881.0885714285714,9.98
98,2003_27,49967.0,157727.0,45.09428569285715,2695.428571428572,67.73000008714286,2666.8571428571427,67.01428604,5764.3975,0.0,0.0,94264.6,3321.782857142857,10.33
99,2003_28,49967.0,154245.0,44.10000065571428,2864.1428571428573,73.81428527857143,2837.428571428572,73.12428610857143,5780.719047618572,0.0,0.0,101175.07142857143,3575.057142857143,10.84
100,2003_29,49967.0,150009.0,42.88714272714286,2586.428571428572,66.65714264,2559.1428571428573,65.95428466857143,5741.194583332857,0.0,0.0,102945.35714285714,3323.812857142857,9.04
101,2003_3,49967.0,82052.0,23.457142965714286,10834.0,81.60857173428572,10834.0,81.60857173428572,6323.811488095715,0.0,0.0,133832.7857142857,2241.432857142857,4.25
102,2003_30,49967.0,145997.0,41.74000004285715,2458.0,63.34571402428571,2430.428571428572,62.63714272571429,5781.838273808572,0.0,0.0,101384.01857142858,3522.214285714286,9.08
103,2003_31,49967.0,141322.0,40.40428597571429,2418.5714285714284,66.22857229714286,2390.5714285714284,65.46142905,5783.175059524286,0.0,0.0,101205.32857142856,3049.5728571428576,13.12
104,2003_32,49967.0,136897.0,39.13999939,2380.714285714286,70.35571398,2352.714285714286,69.52857099,5804.886666667143,0.0,0.0,97357.4,2401.437142857143,14.31
105,2003_33,49967.0,132152.0,37.78142874571428,2266.714285714286,66.98714337857143,2239.285714285714,66.17571476571429,5954.070833332858,0.0,0.0,102118.57571428572,1265.7528571428572,13.64
106,2003_34,49967.0,127128.0,36.34714235285715,2107.428571428572,62.27999877857143,2079.428571428572,61.45428575571429,5975.578154762858,0.0,0.0,102626.74285714285,1972.7471428571428,12.93
107,2003_35,49967.0,122287.0,34.964285167142855,2044.7142857142856,60.42571422142857,2017.7142857142856,59.630001068571424,6089.742738095714,0.0,0.0,106972.41571428571,1415.7099999999998,13.77
108,2003_36,49967.0,116854.0,33.40857097,2045.2857142857144,67.41571480857144,2018.4285714285716,66.53142874571428,6027.13952381,0.0,0.0,103951.67714285714,1006.5142857142856,14.3
109,2003_37,49967.0,111987.0,32.01857158285714,2157.428571428572,71.11285727428572,2129.5714285714284,70.19571467857143,6098.608869047143,0.0,0.0,102894.87142857142,1038.07,13.62
110,2003_38,49967.0,106461.0,30.437142781428573,2117.428571428572,69.79285866857143,2092.1428571428573,68.96000017571428,6170.302261905715,0.0,0.0,109085.04,1217.4142857142856,16.95
111,2003_39,49967.0,100798.0,28.821428298571423,1887.571428571429,62.22000013142857,1863.7142857142856,61.43142918142858,6213.137559522857,0.0,0.0,113052.09,2390.182857142857,20.02
112,2003_4,49967.0,95921.0,27.42428589,14143.0,106.53714207142856,14143.0,106.53714207142856,6124.560297620001,0.0,0.0,122778.52857142856,2088.918571428572,4.0
113,2003_40,49967.0,94165.0,26.92428589,1686.571428571429,52.34142902714286,1660.571428571429,51.53285707714286,6328.329404761428,0.0,0.0,113840.31571428572,2064.647142857143,21.13
114,2003_41,49967.0,87410.0,24.990000042857144,1522.571428571429,45.99428558285714,1496.0,45.19000026428571,6390.1825,0.0,0.0,119082.72857142855,2966.88,20.05
115,2003_42,49967.0,79961.0,22.861428668571428,1430.7142857142858,43.21857125428572,1402.7142857142858,42.37285723,6202.066428572857,0.0,0.0,116759.33571428571,3006.03,17.32
116,2003_43,49967.0,73648.0,21.05714253,1447.142857142857,43.71428571571429,1419.571428571429,42.88142885714286,6353.876011904285,0.0,0.0,123278.05857142856,3468.2942857142857,20.95
117,2003_44,49967.0,68206.0,19.49999972571429,1639.428571428571,43.79142815714285,1611.857142857143,43.051428387142856,6273.2814285714285,0.0,0.0,118964.81285714284,3201.3557142857144,20.5
118,2003_45,49967.0,63163.0,18.05999974,1861.142857142857,34.615714208571426,1833.0,34.09285681714285,6154.3194642842855,0.0,0.0,111548.15714285712,2703.367142857143,23.2
119,2003_46,49967.0,58294.0,16.66714286857143,2329.1428571428573,43.31857081714286,2329.1428571428573,43.31857081714286,6345.513333331429,0.0,0.0,117333.47,2281.95,26.7
120,2003_47,49967.0,53787.0,15.379999975714286,3067.1428571428573,57.044287,3061.5714285714284,56.941429137142855,6387.1420833328575,0.0,0.0,113638.31571428572,3899.7514285714287,29.19
121,2003_48,49967.0,49584.0,14.17571422,2805.714285714286,52.18285751428572,2784.714285714286,51.79428591,6493.018690474286,0.0,0.0,117291.94,3195.637142857143,21.95
122,2003_49,49967.0,47366.0,13.542857032857142,2848.5714285714284,28.76857131,2824.5714285714284,28.527143205714285,6542.995892855715,0.0,0.0,115008.29428571428,6865.407142857142,82.72
123,2003_5,49967.0,113118.0,32.33999988142857,15685.857142857143,116.2300000857143,15685.857142857143,116.2300000857143,6028.337083332857,0.0,0.0,118845.57142857143,1533.347142857143,4.0
124,2003_50,49967.0,47758.0,13.655714305714286,4114.142857142857,41.549999237142856,4098.571428571428,41.39285659571429,6519.028928571429,0.0,0.0,111835.64285714286,7467.808571428572,16.95
125,2003_51,49967.0,47078.0,13.458571705714286,5953.571428571428,60.12571443857143,5953.571428571428,60.12571443857143,6384.308214285715,0.0,0.0,110676.40857142858,5619.660000000001,18.45
126,2003_52,49967.0,47761.0,13.658571517142857,5697.142857142857,57.53714316142857,5697.142857142857,57.53714316142857,6188.148869047143,0.0,0.0,99246.76285714284,8771.724285714286,58.24
127,2003_6,49967.0,130311.0,37.257142202857146,16011.0,113.79571424,16011.0,113.79571424,6018.871369048572,0.0,0.0,117686.36285714286,4168.378571428571,4.0
128,2003_7,49967.0,141948.0,40.58285685857143,14224.714285714286,101.09571402285714,14224.714285714286,101.09571402285714,5964.943988094286,0.0,0.0,117549.78428571428,3856.8857142857146,4.0
129,2003_8,49967.0,150055.0,42.90142822142857,10858.857142857143,77.17428698,10858.857142857143,77.17428698,5996.04482143,0.0,0.0,119498.2342857143,1838.3842857142856,4.0
130,2003_9,49967.0,153950.0,44.01571437142858,8534.285714285714,60.62142780571429,8534.285714285714,60.62142780571429,5843.893154761428,0.0,0.0,116114.69571428571,635.9828571428571,4.0
131,2004_1,49967.0,27781.0,13.8999998575,4650.0,34.02999973,4639.75,33.9524993875,5725.741562499999,0.0,0.0,78184.735,17055.7125,412.83
132,2004_10,49967.0,205295.0,58.6942858,19382.571428571428,136.37285723,19053.85714285714,134.05856759428573,6164.121547618571,0.0,0.0,107569.88428571427,6448.2757142857145,18.59
133,2004_11,49967.0,229665.0,65.66428538714285,19686.85714285714,138.51142883285715,19617.85714285714,138.02857317142858,6156.294404761428,0.0,0.0,101699.54142857144,6074.138571428572,18.59
134,2004_12,49967.0,255425.0,73.02428654285714,21127.14285714286,148.64428710857143,21063.0,148.19428580142858,6119.587380951429,0.0,0.0,101403.34571428572,6712.08,18.59
135,2004_13,49967.0,277674.0,79.38999938714286,20856.42857142857,146.74000113285717,19761.285714285717,139.03571428571428,6258.035416667143,0.0,0.0,107765.07,8287.922857142858,18.59
136,2004_14,49967.0,292934.0,83.75142887571428,18566.571428571428,147.18714686571428,18482.42857142857,146.57571846857144,6319.136071427143,0.0,0.0,124489.2,8280.108571428571,18.59
137,2004_15,49967.0,307949.0,88.04571424142857,17150.85714285714,147.8142831,17062.428571428572,147.05142647999998,6035.123154761429,0.0,0.0,112306.5,8356.412857142857,18.59
138,2004_16,49967.0,323341.0,92.44428580142858,15660.0,134.96571677,15082.714285714286,129.9885733442857,6328.441250000001,0.0,0.0,133540.69285714286,7845.268571428571,18.59
139,2004_17,49967.0,332267.0,94.99571554857144,14057.57142857143,121.15571376142856,14043.857142857143,121.03714207142856,6131.462738097143,0.0,0.0,134431.98857142858,8657.06,18.59
140,2004_18,49967.0,340387.0,97.31714303,14839.285714285714,151.18428911285716,11245.57142857143,112.68428802285716,6123.498988094286,0.0,0.0,133327.72285714286,9068.324285714289,18.59
141,2004_19,49967.0,340586.0,97.37571498428572,11802.0,167.88285609714285,8557.714285714286,121.73142787285714,6162.68797619,0.0,0.0,134099.29714285713,9159.214285714286,18.59
142,2004_2,49967.0,50727.0,14.504285811428572,5253.714285714285,38.447142465714286,5253.714285714285,38.447142465714286,6317.414404764286,0.0,0.0,83301.68571428572,26653.97428571429,299.73
143,2004_20,49967.0,340591.0,97.37714277142857,9187.0,130.6871425085714,8152.0,115.96285683714288,6305.810595237143,0.0,0.0,137016.13999999998,9395.942857142858,18.59
144,2004_21,49967.0,340244.0,97.27714211571428,6928.428571428572,98.55714307428572,6922.142857142857,98.46714346714283,6209.378869048572,0.0,0.0,124079.93714285712,10594.755714285717,18.59
145,2004_22,49967.0,339759.0,97.13714272428572,5770.285714285715,82.08142961857142,5770.285714285715,82.08142961857142,6179.204285712857,0.0,0.0,119406.32714285716,5970.2757142857145,18.59
146,2004_23,49967.0,338705.0,96.83571406714285,5123.714285714285,104.57428523714285,5123.714285714285,104.57428523714285,6112.788809524286,0.0,0.0,118469.50571428573,5487.782857142856,18.59
147,2004_24,49967.0,337700.0,96.54857308714286,4617.285714285715,99.46714237714286,4617.285714285715,99.46714237714286,6010.56077381,0.0,0.0,108366.27857142856,10286.679999999998,18.59
148,2004_25,50453.0,338684.0,96.16285705571428,4379.142857142857,94.33428519285714,4379.142857142857,94.33428519285714,6032.484880952857,0.0,0.0,101321.1357142857,12243.372857142856,18.59
