,TÉRMICA,TÉRMICA_1,PLD_1,TÉRMICA_2,PLD_2,PLD_3,PLD_4,PLD_5,PLD_6,val_cargaenergiamwmed_29,val_cargaenergiamwmed_30,val_cargaenergiamwmed_34,val_cargaenergiamwmed_35,val_cargaenergiamwmed_37,val_cargaenergiamwmed_40,Class
37,1265.9828571428573,726.5828571428572,5.96,652.3285714285714,5.57,5.48,5.48,5.48,5.48,5054.65547619,5920.688214285714,5702.34404762,5655.96470238,5648.589404761428,4914.77779762,muito_baixo
38,2123.662857142857,1265.9828571428573,4.0,726.5828571428572,5.96,5.57,5.48,5.48,5.48,5940.756285388571,5054.65547619,5807.830595238572,5702.34404762,5663.416607142857,5656.580119047142,muito_baixo
39,1809.7542857142853,2123.662857142857,6.25,1265.9828571428573,4.0,5.96,5.57,5.48,5.48,5941.663938507142,5940.756285388571,5878.406547615714,5807.830595238572,5655.96470238,5629.817440474285,muito_baixo
40,857.0,1809.7542857142853,7.1,2123.662857142857,6.25,4.0,5.96,5.57,5.48,6104.898910658571,5941.663938507142,5861.06827381,5878.406547615714,5702.34404762,5648.589404761428,muito_baixo
41,2472.35,857.0,11.49,1809.7542857142853,7.1,6.25,4.0,5.96,5.57,6161.549877808572,6104.898910658571,5920.688214285714,5861.06827381,5807.830595238572,5663.416607142857,muito_baixo
42,1257.9,2472.35,11.31,857.0,11.49,7.1,6.25,4.0,5.96,6140.9719927900005,6161.549877808572,5054.65547619,5920.688214285714,5878.406547615714,5655.96470238,muito_baixo
43,1298.7442857142855,1257.9,9.17,2472.35,11.31,11.49,7.1,6.25,4.0,6163.677202382857,6140.9719927900005,5940.756285388571,5054.65547619,5861.06827381,5702.34404762,muito_baixo
44,4022.2085714285713,1298.7442857142855,10.55,1257.9,9.17,11.31,11.49,7.1,6.25,6098.231428571429,6163.677202382857,5941.663938507142,5940.756285388571,5920.688214285714,5807.830595238572,muito_baixo
45,2881.0885714285714,4022.2085714285713,9.98,1298.7442857142855,10.55,9.17,11.31,11.49,7.1,6255.890833332857,6098.231428571429,6104.898910658571,5941.663938507142,5054.65547619,5878.406547615714,muito_baixo
46,3321.782857142857,2881.0885714285714,10.33,4022.2085714285713,9.98,10.55,9.17,11.31,11.49,6287.1194642857145,6255.890833332857,6161.549877808572,6104.898910658571,5940.756285388571,5861.06827381,muito_baixo
47,3575.057142857143,3321.782857142857,10.84,2881.0885714285714,10.33,9.98,10.55,9.17,11.31,6323.770714285713,6287.1194642857145,6140.9719927900005,6161.549877808572,5941.663938507142,5920.688214285714,muito_baixo
48,3323.812857142857,3575.057142857143,9.04,3321.782857142857,10.84,10.33,9.98,10.55,9.17,5114.565059522857,6323.770714285713,6163.677202382857,6140.9719927900005,6104.898910658571,5054.65547619,muito_baixo
49,2241.432857142857,3323.812857142857,4.25,3575.057142857143,9.04,10.84,10.33,9.98,10.55,6149.771904761429,5114.565059522857,6098.231428571429,6163.677202382857,6161.549877808572,5940.756285388571,muito_baixo
50,3522.214285714286,2241.432857142857,9.08,3323.812857142857,4.25,9.04,10.84,10.33,9.98,6297.310297620001,6149.771904761429,6255.890833332857,6098.231428571429,6140.9719927900005,5941.663938507142,muito_baixo
51,3049.5728571428576,3522.214285714286,13.12,2241.432857142857,9.08,4.25,9.04,10.84,10.33,5799.827797618571,6297.310297620001,6287.1194642857145,6255.890833332857,6163.677202382857,6104.898910658571,muito_baixo
52,2401.437142857143,3049.5728571428576,14.31,3522.214285714286,13.12,9.08,4.25,9.04,10.84,5155.785833334287,5799.827797618571,6323.770714285713,6287.1194642857145,6098.231428571429,6161.549877808572,muito_baixo
53,1265.7528571428572,2401.437142857143,13.64,3049.5728571428576,14.31,13.12,9.08,4.25,9.04,4960.899821428572,5155.785833334287,5114.565059522857,6323.770714285713,6255.890833332857,6140.9719927900005,muito_baixo
54,1972.7471428571428,1265.7528571428572,12.93,2401.437142857143,13.64,14.31,13.12,9.08,4.25,5480.531250001428,4960.899821428572,6149.771904761429,5114.565059522857,6287.1194642857145,6163.677202382857,muito_baixo
55,1415.7099999999998,1972.7471428571428,13.77,1265.7528571428572,12.93,13.64,14.31,13.12,9.08,5507.412619045715,5480.531250001428,6297.310297620001,6149.771904761429,6323.770714285713,6098.231428571429,muito_baixo
56,1006.5142857142856,1415.7099999999998,14.3,1972.7471428571428,13.77,12.93,13.64,14.31,13.12,5886.2405729175,5507.412619045715,5799.827797618571,6297.310297620001,5114.565059522857,6255.890833332857,muito_baixo
57,1038.07,1006.5142857142856,13.62,1415.7099999999998,14.3,13.77,12.93,13.64,14.31,5720.912916665714,5886.2405729175,5155.785833334287,5799.827797618571,6149.771904761429,6287.1194642857145,muito_baixo
58,1217.4142857142856,1038.07,16.95,1006.5142857142856,13.62,14.3,13.77,12.93,13.64,6064.321607142857,5720.912916665714,4960.899821428572,5155.785833334287,6297.310297620001,6323.770714285713,muito_baixo
59,2390.182857142857,1217.4142857142856,20.02,1038.07,16.95,13.62,14.3,13.77,12.93,5782.604166667143,6064.321607142857,5480.531250001428,4960.899821428572,5799.827797618571,5114.565059522857,muito_baixo
60,2088.918571428572,2390.182857142857,4.0,1217.4142857142856,20.02,16.95,13.62,14.3,13.77,5832.271428571429,5782.604166667143,5507.412619045715,5480.531250001428,5155.785833334287,6149.771904761429,muito_baixo
61,2064.647142857143,2088.918571428572,21.13,2390.182857142857,4.0,20.02,16.95,13.62,14.3,5981.202380952857,5832.271428571429,5886.2405729175,5507.412619045715,4960.899821428572,6297.310297620001,muito_baixo
62,2966.88,2064.647142857143,20.05,2088.918571428572,21.13,4.0,20.02,16.95,13.62,6062.718333331429,5981.202380952857,5720.912916665714,5886.2405729175,5480.531250001428,5799.827797618571,muito_baixo
63,3006.03,2966.88,17.32,2064.647142857143,20.05,21.13,4.0,20.02,16.95,5864.965595238572,6062.718333331429,6064.321607142857,5720.912916665714,5507.412619045715,5155.785833334287,muito_baixo
64,3468.2942857142857,3006.03,20.95,2966.88,17.32,20.05,21.13,4.0,20.02,5951.521607144286,5864.965595238572,5782.604166667143,6064.321607142857,5886.2405729175,4960.899821428572,muito_baixo
65,3201.3557142857144,3468.2942857142857,20.5,3006.03,20.95,17.32,20.05,21.13,4.0,5890.432380954286,5951.521607144286,5832.271428571429,5782.604166667143,5720.912916665714,5480.531250001428,muito_baixo
66,2703.367142857143,3201.3557142857144,23.2,3468.2942857142857,20.5,20.95,17.32,20.05,21.13,5940.384404761428,5890.432380954286,5981.202380952857,5832.271428571429,6064.321607142857,5507.412619045715,muito_baixo
67,2281.95,2703.367142857143,26.7,3201.3557142857144,23.2,20.5,20.95,17.32,20.05,6290.90797619,5940.384404761428,6062.718333331429,5981.202380952857,5782.604166667143,5886.2405729175,muito_baixo
68,3899.7514285714287,2281.95,29.19,2703.367142857143,26.7,23.2,20.5,20.95,17.32,5819.621547618571,6290.90797619,5864.965595238572,6062.718333331429,5832.271428571429,5720.912916665714,muito_baixo
69,3195.637142857143,3899.7514285714287,21.95,2281.95,29.19,26.7,23.2,20.5,20.95,5955.416488095715,5819.621547618571,5951.521607144286,5864.965595238572,5981.202380952857,6064.321607142857,baixo
70,6865.407142857142,3195.637142857143,82.72,3899.7514285714287,21.95,29.19,26.7,23.2,20.5,6010.19720238,5955.416488095715,5890.432380954286,5951.521607144286,6062.718333331429,5782.604166667143,muito_baixo
71,1533.347142857143,6865.407142857142,4.0,3195.637142857143,82.72,21.95,29.19,26.7,23.2,5830.705339285714,6010.19720238,5940.384404761428,5890.432380954286,5864.965595238572,5832.271428571429,muito_baixo
72,7467.808571428572,1533.347142857143,16.95,6865.407142857142,4.0,82.72,21.95,29.19,26.7,5814.861964285715,5830.705339285714,6290.90797619,5940.384404761428,5951.521607144286,5981.202380952857,muito_baixo
73,5619.660000000001,7467.808571428572,18.45,1533.347142857143,16.95,4.0,82.72,21.95,29.19,5694.461309524285,5814.861964285715,5819.621547618571,6290.90797619,5890.432380954286,6062.718333331429,baixo
74,8771.724285714286,5619.660000000001,58.24,7467.808571428572,18.45,16.95,4.0,82.72,21.95,5657.03077381,5694.461309524285,5955.416488095715,5819.621547618571,5940.384404761428,5864.965595238572,muito_baixo
75,4168.378571428571,8771.724285714286,4.0,5619.660000000001,58.24,18.45,16.95,4.0,82.72,5764.3975,5657.03077381,6010.19720238,5955.416488095715,6290.90797619,5951.521607144286,muito_baixo
76,3856.8857142857146,4168.378571428571,4.0,8771.724285714286,4.0,58.24,18.45,16.95,4.0,5780.719047618572,5764.3975,5830.705339285714,6010.19720238,5819.621547618571,5890.432380954286,muito_baixo
77,1838.3842857142856,3856.8857142857146,4.0,4168.378571428571,4.0,4.0,58.24,18.45,16.95,5741.194583332857,5780.719047618572,5814.861964285715,5830.705339285714,5955.416488095715,5940.384404761428,muito_baixo
78,635.9828571428571,1838.3842857142856,4.0,3856.8857142857146,4.0,4.0,4.0,58.24,18.45,6323.811488095715,5741.194583332857,5694.461309524285,5814.861964285715,6010.19720238,6290.90797619,alto
79,17055.7125,635.9828571428571,412.83,1838.3842857142856,4.0,4.0,4.0,4.0,58.24,5781.838273808572,6323.811488095715,5657.03077381,5694.461309524285,5830.705339285714,5819.621547618571,muito_baixo
80,6448.2757142857145,17055.7125,18.59,635.9828571428571,412.83,4.0,4.0,4.0,4.0,5783.175059524286,5781.838273808572,5764.3975,5657.03077381,5814.861964285715,5955.416488095715,muito_baixo
81,6074.138571428572,6448.2757142857145,18.59,17055.7125,18.59,412.83,4.0,4.0,4.0,5804.886666667143,5783.175059524286,5780.719047618572,5764.3975,5694.461309524285,6010.19720238,muito_baixo
82,6712.08,6074.138571428572,18.59,6448.2757142857145,18.59,18.59,412.83,4.0,4.0,5954.070833332858,5804.886666667143,5741.194583332857,5780.719047618572,5657.03077381,5830.705339285714,muito_baixo
83,8287.922857142858,6712.08,18.59,6074.138571428572,18.59,18.59,18.59,412.83,4.0,5975.578154762858,5954.070833332858,6323.811488095715,5741.194583332857,5764.3975,5814.861964285715,muito_baixo
84,8280.108571428571,8287.922857142858,18.59,6712.08,18.59,18.59,18.59,18.59,412.83,6089.742738095714,5975.578154762858,5781.838273808572,6323.811488095715,5780.719047618572,5694.461309524285,muito_baixo
85,8356.412857142857,8280.108571428571,18.59,8287.922857142858,18.59,18.59,18.59,18.59,18.59,6027.13952381,6089.742738095714,5783.175059524286,5781.838273808572,5741.194583332857,5657.03077381,muito_baixo
86,7845.268571428571,8356.412857142857,18.59,8280.108571428571,18.59,18.59,18.59,18.59,18.59,6098.608869047143,6027.13952381,5804.886666667143,5783.175059524286,6323.811488095715,5764.3975,muito_baixo
87,8657.06,7845.268571428571,18.59,8356.412857142857,18.59,18.59,18.59,18.59,18.59,6170.302261905715,6098.608869047143,5954.070833332858,5804.886666667143,5781.838273808572,5780.719047618572,muito_baixo
88,9068.324285714289,8657.06,18.59,7845.268571428571,18.59,18.59,18.59,18.59,18.59,6213.137559522857,6170.302261905715,5975.578154762858,5954.070833332858,5783.175059524286,5741.194583332857,muito_baixo
89,9159.214285714286,9068.324285714289,18.59,8657.06,18.59,18.59,18.59,18.59,18.59,6124.560297620001,6213.137559522857,6089.742738095714,5975.578154762858,5804.886666667143,6323.811488095715,alto
90,26653.97428571429,9159.214285714286,299.73,9068.324285714289,18.59,18.59,18.59,18.59,18.59,6328.329404761428,6124.560297620001,6027.13952381,6089.742738095714,5954.070833332858,5781.838273808572,muito_baixo
91,9395.942857142858,26653.97428571429,18.59,9159.214285714286,299.73,18.59,18.59,18.59,18.59,6390.1825,6328.329404761428,6098.608869047143,6027.13952381,5975.578154762858,5783.175059524286,muito_baixo
92,10594.755714285717,9395.942857142858,18.59,26653.97428571429,18.59,299.73,18.59,18.59,18.59,6202.066428572857,6390.1825,6170.302261905715,6098.608869047143,6089.742738095714,5804.886666667143,muito_baixo
93,5970.2757142857145,10594.755714285717,18.59,9395.942857142858,18.59,18.59,299.73,18.59,18.59,6353.876011904285,6202.066428572857,6213.137559522857,6170.302261905715,6027.13952381,5954.070833332858,muito_baixo
94,5487.782857142856,5970.2757142857145,18.59,10594.755714285717,18.59,18.59,18.59,299.73,18.59,6273.2814285714285,6353.876011904285,6124.560297620001,6213.137559522857,6098.608869047143,5975.578154762858,muito_baixo
95,10286.679999999998,5487.782857142856,18.59,5970.2757142857145,18.59,18.59,18.59,18.59,299.73,6154.3194642842855,6273.2814285714285,6328.329404761428,6124.560297620001,6170.302261905715,6089.742738095714,muito_baixo
96,12243.372857142856,10286.679999999998,18.59,5487.782857142856,18.59,18.59,18.59,18.59,18.59,6345.513333331429,6154.3194642842855,6390.1825,6328.329404761428,6213.137559522857,6027.13952381,muito_baixo
97,9087.077142857142,12243.372857142856,18.59,10286.679999999998,18.59,18.59,18.59,18.59,18.59,6387.1420833328575,6345.513333331429,6202.066428572857,6390.1825,6124.560297620001,6098.608869047143,muito_baixo
98,6335.652857142857,9087.077142857142,18.59,12243.372857142856,18.59,18.59,18.59,18.59,18.59,6493.018690474286,6387.1420833328575,6353.876011904285,6202.066428572857,6328.329404761428,6170.302261905715,muito_baixo
99,6035.667142857143,6335.652857142857,18.59,9087.077142857142,18.59,18.59,18.59,18.59,18.59,6542.995892855715,6493.018690474286,6273.2814285714285,6353.876011904285,6390.1825,6213.137559522857,muito_baixo
100,7213.271428571427,6035.667142857143,18.59,6335.652857142857,18.59,18.59,18.59,18.59,18.59,6028.337083332857,6542.995892855715,6154.3194642842855,6273.2814285714285,6202.066428572857,6124.560297620001,alto
101,20954.99685714285,7213.271428571427,315.21,6035.667142857143,18.59,18.59,18.59,18.59,18.59,6519.028928571429,6028.337083332857,6345.513333331429,6154.3194642842855,6353.876011904285,6328.329404761428,muito_baixo
102,7600.54,20954.99685714285,18.59,7213.271428571427,315.21,18.59,18.59,18.59,18.59,6384.308214285715,6519.028928571429,6387.1420833328575,6345.513333331429,6273.2814285714285,6390.1825,muito_baixo
103,7062.284285714285,7600.54,18.59,20954.99685714285,18.59,315.21,18.59,18.59,18.59,6188.148869047143,6384.308214285715,6493.018690474286,6387.1420833328575,6154.3194642842855,6202.066428572857,muito_baixo
104,3358.467142857143,7062.284285714285,18.59,7600.54,18.59,18.59,315.21,18.59,18.59,6018.871369048572,6188.148869047143,6542.995892855715,6493.018690474286,6345.513333331429,6353.876011904285,muito_baixo
105,7109.527142857143,3358.467142857143,18.59,7062.284285714285,18.59,18.59,18.59,315.21,18.59,5964.943988094286,6018.871369048572,6028.337083332857,6542.995892855715,6387.1420833328575,6273.2814285714285,muito_baixo
106,6482.314285714286,7109.527142857143,18.59,3358.467142857143,18.59,18.59,18.59,18.59,315.21,5996.04482143,5964.943988094286,6519.028928571429,6028.337083332857,6493.018690474286,6154.3194642842855,muito_baixo
107,8549.901428571427,6482.314285714286,18.59,7109.527142857143,18.59,18.59,18.59,18.59,18.59,5843.893154761428,5996.04482143,6384.308214285715,6519.028928571429,6542.995892855715,6345.513333331429,muito_baixo
108,8194.932857142858,8549.901428571427,18.59,6482.314285714286,18.59,18.59,18.59,18.59,18.59,5725.741562499999,5843.893154761428,6188.148869047143,6384.308214285715,6028.337083332857,6387.1420833328575,muito_baixo
109,9723.261428571428,8194.932857142858,18.59,8549.901428571427,18.59,18.59,18.59,18.59,18.59,6164.121547618571,5725.741562499999,6018.871369048572,6188.148869047143,6519.028928571429,6493.018690474286,muito_baixo
110,5934.148571428572,9723.261428571428,18.59,8194.932857142858,18.59,18.59,18.59,18.59,18.59,6156.294404761428,6164.121547618571,5964.943988094286,6018.871369048572,6384.308214285715,6542.995892855715,muito_baixo
111,8023.104285714285,5934.148571428572,18.59,9723.261428571428,18.59,18.59,18.59,18.59,18.59,6119.587380951429,6156.294404761428,5996.04482143,5964.943988094286,6188.148869047143,6028.337083332857,alto
112,17979.425714285713,8023.104285714285,255.33,5934.148571428572,18.59,18.59,18.59,18.59,18.59,6258.035416667143,6119.587380951429,5843.893154761428,5996.04482143,6018.871369048572,6519.028928571429,muito_baixo
113,11144.09,17979.425714285713,18.59,8023.104285714285,255.33,18.59,18.59,18.59,18.59,6319.136071427143,6258.035416667143,5725.741562499999,5843.893154761428,5964.943988094286,6384.308214285715,muito_baixo
114,10352.528571428573,11144.09,18.59,17979.425714285713,18.59,255.33,18.59,18.59,18.59,6035.123154761429,6319.136071427143,6164.121547618571,5725.741562499999,5996.04482143,6188.148869047143,muito_baixo
115,8368.048571428571,10352.528571428573,18.59,11144.09,18.59,18.59,255.33,18.59,18.59,6328.441250000001,6035.123154761429,6156.294404761428,6164.121547618571,5843.893154761428,6018.871369048572,muito_baixo
116,10264.772857142858,8368.048571428571,18.59,10352.528571428573,18.59,18.59,18.59,255.33,18.59,6131.462738097143,6328.441250000001,6119.587380951429,6156.294404761428,5725.741562499999,5964.943988094286,muito_baixo
117,9291.371428571429,10264.772857142858,18.59,8368.048571428571,18.59,18.59,18.59,18.59,255.33,6123.498988094286,6131.462738097143,6258.035416667143,6119.587380951429,6164.121547618571,5996.04482143,muito_baixo
118,7354.9685714285715,9291.371428571429,18.59,10264.772857142858,18.59,18.59,18.59,18.59,18.59,6162.68797619,6123.498988094286,6319.136071427143,6258.035416667143,6156.294404761428,5843.893154761428,muito_baixo
119,8406.132857142857,7354.9685714285715,18.59,9291.371428571429,18.59,18.59,18.59,18.59,18.59,6317.414404764286,6162.68797619,6035.123154761429,6319.136071427143,6119.587380951429,5725.741562499999,muito_baixo
120,10469.738571428572,8406.132857142857,18.59,7354.9685714285715,18.59,18.59,18.59,18.59,18.59,6305.810595237143,6317.414404764286,6328.441250000001,6035.123154761429,6258.035416667143,6164.121547618571,muito_baixo
121,9674.861428571428,10469.738571428572,18.59,8406.132857142857,18.59,18.59,18.59,18.59,18.59,6209.378869048572,6305.810595237143,6131.462738097143,6328.441250000001,6319.136071427143,6156.294404761428,muito_baixo
122,9330.691428571428,9674.861428571428,18.59,10469.738571428572,18.59,18.59,18.59,18.59,18.59,6179.204285712857,6209.378869048572,6123.498988094286,6131.462738097143,6035.123154761429,6119.587380951429,muito_baixo
123,9214.098571428573,9330.691428571428,18.59,9674.861428571428,18.59,18.59,18.59,18.59,18.59,6112.788809524286,6179.204285712857,6162.68797619,6123.498988094286,6328.441250000001,6258.035416667143,muito_baixo
124,4357.124285714286,9214.098571428573,18.59,9330.691428571428,18.59,18.59,18.59,18.59,18.59,6010.56077381,6112.788809524286,6317.414404764286,6162.68797619,6131.462738097143,6319.136071427143,muito_baixo
125,7584.825714285714,4357.124285714286,18.59,9214.098571428573,18.59,18.59,18.59,18.59,18.59,6032.484880952857,6010.56077381,6305.810595237143,6317.414404764286,6123.498988094286,6035.123154761429,muito_baixo
126,6349.672857142857,7584.825714285714,18.59,4357.124285714286,18.59,18.59,18.59,18.59,18.59,5855.18232143,6032.484880952857,6209.378869048572,6305.810595237143,6162.68797619,6328.441250000001,muito_baixo
127,4454.701428571429,6349.672857142857,18.59,7584.825714285714,18.59,18.59,18.59,18.59,18.59,5915.941488095714,5855.18232143,6179.204285712857,6209.378869048572,6317.414404764286,6131.462738097143,muito_baixo
128,6419.001428571429,4454.701428571429,18.59,6349.672857142857,18.59,18.59,18.59,18.59,18.59,6108.548214284286,5915.941488095714,6112.788809524286,6179.204285712857,6305.810595237143,6123.498988094286,muito_baixo
129,8199.965714285714,6419.001428571429,18.59,4454.701428571429,18.59,18.59,18.59,18.59,18.59,6051.235595238572,6108.548214284286,6010.56077381,6112.788809524286,6209.378869048572,6162.68797619,muito_baixo
